"","X","Year","Cause","Age","Female","Male"
"111",4080,1950,5,"5 - 9",67,87
"112",4080,1950,5,"10 - 14",80,77
"113",4080,1950,5,"15 - 19",140,141
"114",4080,1950,5,"20 - 24",189,208
"115",4080,1950,5,"25 - 29",263,290
"116",4080,1950,5,"30 - 34",217,231
"117",4080,1950,5,"35 - 39",424,441
"118",4080,1950,5,"40 - 44",555,805
"119",4080,1950,5,"45 - 49",767,1107
"120",4080,1950,5,"50 - 54",993,1523
"121",4080,1950,5,"55 - 59",1283,1671
"122",4080,1950,5,"60 - 64",1830,2402
"123",4080,1950,5,"65 - 69",2707,3132
"124",4080,1950,5,"70 - 74",3669,4256
"125",4080,1950,5,"75 - 79",4537,4908
"126",4080,1950,5,"80 - 84",3925,3786
"127",4080,1950,5,"85 - 89",3508,2563
"128",4080,1950,5,"90 - 94",0,0
"129",4080,1950,5,"95+",0,0
"130",4080,1950,5,"UNK",16,15
"131",4080,1950,6,"Total",1283,2088
"132",4080,1950,6,"0",0,0
"133",4080,1950,6,"1",0,0
"134",4080,1950,6,"2",0,0
"135",4080,1950,6,"3",0,0
"136",4080,1950,6,"4",0,0
"137",4080,1950,6,"5 - 9",0,0
"138",4080,1950,6,"10 - 14",0,3
"139",4080,1950,6,"15 - 19",2,4
"140",4080,1950,6,"20 - 24",9,13
"141",4080,1950,6,"25 - 29",16,39
"142",4080,1950,6,"30 - 34",27,39
"143",4080,1950,6,"35 - 39",49,124
"144",4080,1950,6,"40 - 44",85,263
"145",4080,1950,6,"45 - 49",118,313
"146",4080,1950,6,"50 - 54",122,317
"147",4080,1950,6,"55 - 59",143,211
"148",4080,1950,6,"60 - 64",127,193
"149",4080,1950,6,"65 - 69",155,179
"150",4080,1950,6,"70 - 74",165,170
"151",4080,1950,6,"75 - 79",132,123
"152",4080,1950,6,"80 - 84",86,69
"153",4080,1950,6,"85 - 89",47,28
"154",4080,1950,6,"90 - 94",0,0
"155",4080,1950,6,"95+",0,0
"156",4080,1950,6,"UNK",0,0
"157",4080,1950,7,"Total",7933,7466
"158",4080,1950,7,"0",911,1302
"159",4080,1950,7,"1",316,327
"160",4080,1950,7,"2",0,0
"161",4080,1950,7,"3",0,0
"162",4080,1950,7,"4",0,0
"163",4080,1950,7,"5 - 9",64,64
"164",4080,1950,7,"10 - 14",48,66
"165",4080,1950,7,"15 - 19",74,110
"166",4080,1950,7,"20 - 24",74,106
"167",4080,1950,7,"25 - 29",84,109
"168",4080,1950,7,"30 - 34",71,75
"169",4080,1950,7,"35 - 39",76,107
"170",4080,1950,7,"40 - 44",122,157
"171",4080,1950,7,"45 - 49",201,223
"172",4080,1950,7,"50 - 54",244,261
"173",4080,1950,7,"55 - 59",308,377
"174",4080,1950,7,"60 - 64",500,487
"175",4080,1950,7,"65 - 69",854,768
"176",4080,1950,7,"70 - 74",1141,1039
"177",4080,1950,7,"75 - 79",1321,988
"178",4080,1950,7,"80 - 84",958,600
"179",4080,1950,7,"85 - 89",566,298
"180",4080,1950,7,"90 - 94",0,0
"181",4080,1950,7,"95+",0,0
"182",4080,1950,7,"UNK",0,2
"183",4080,1950,8,"Total",2742,1457
"184",4080,1950,8,"0",11,25
"185",4080,1950,8,"1",19,18
"186",4080,1950,8,"2",0,0
"187",4080,1950,8,"3",0,0
"188",4080,1950,8,"4",0,0
"189",4080,1950,8,"5 - 9",12,11
"190",4080,1950,8,"10 - 14",10,12
"191",4080,1950,8,"15 - 19",19,15
"192",4080,1950,8,"20 - 24",24,16
"193",4080,1950,8,"25 - 29",36,25
"194",4080,1950,8,"30 - 34",19,25
"195",4080,1950,8,"35 - 39",31,39
"196",4080,1950,8,"40 - 44",42,42
"197",4080,1950,8,"45 - 49",73,60
"198",4080,1950,8,"50 - 54",128,77
"199",4080,1950,8,"55 - 59",207,95
"200",4080,1950,8,"60 - 64",352,194
"201",4080,1950,8,"65 - 69",498,203
"202",4080,1950,8,"70 - 74",579,289
"203",4080,1950,8,"75 - 79",401,202
"204",4080,1950,8,"80 - 84",206,83
"205",4080,1950,8,"85 - 89",75,26
"206",4080,1950,8,"90 - 94",0,0
"207",4080,1950,8,"95+",0,0
"208",4080,1950,8,"UNK",0,0
"209",4080,1950,9,"Total",10021,12677
"210",4080,1950,9,"0",1204,1822
"211",4080,1950,9,"1",251,376
"212",4080,1950,9,"2",0,0
"213",4080,1950,9,"3",0,0
"214",4080,1950,9,"4",0,0
"215",4080,1950,9,"5 - 9",30,56
"216",4080,1950,9,"10 - 14",51,59
"217",4080,1950,9,"15 - 19",64,96
"218",4080,1950,9,"20 - 24",84,95
"219",4080,1950,9,"25 - 29",135,134
"220",4080,1950,9,"30 - 34",112,111
"221",4080,1950,9,"35 - 39",252,260
"222",4080,1950,9,"40 - 44",405,578
"223",4080,1950,9,"45 - 49",639,980
"224",4080,1950,9,"50 - 54",784,1240
"225",4080,1950,9,"55 - 59",857,1218
"226",4080,1950,9,"60 - 64",854,1307
"227",4080,1950,9,"65 - 69",989,1306
"228",4080,1950,9,"70 - 74",1034,1251
"229",4080,1950,9,"75 - 79",1022,934
"230",4080,1950,9,"80 - 84",726,551
"231",4080,1950,9,"85 - 89",527,299
"232",4080,1950,9,"90 - 94",0,0
"233",4080,1950,9,"95+",0,0
"234",4080,1950,9,"UNK",1,4
"235",4080,1950,10,"Total",3635,5562
"236",4080,1950,10,"0",22,21
"237",4080,1950,10,"1",21,32
"238",4080,1950,10,"2",0,0
"239",4080,1950,10,"3",0,0
"240",4080,1950,10,"4",0,0
"241",4080,1950,10,"5 - 9",20,24
"242",4080,1950,10,"10 - 14",33,27
"243",4080,1950,10,"15 - 19",22,24
"244",4080,1950,10,"20 - 24",51,40
"245",4080,1950,10,"25 - 29",57,57
"246",4080,1950,10,"30 - 34",53,40
"247",4080,1950,10,"35 - 39",89,71
"248",4080,1950,10,"40 - 44",100,111
"249",4080,1950,10,"45 - 49",152,175
"250",4080,1950,10,"50 - 54",202,260
"251",4080,1950,10,"55 - 59",246,276
"252",4080,1950,10,"60 - 64",320,434
"253",4080,1950,10,"65 - 69",389,585
"254",4080,1950,10,"70 - 74",532,942
"255",4080,1950,10,"75 - 79",589,1108
"256",4080,1950,10,"80 - 84",430,830
"257",4080,1950,10,"85 - 89",306,504
"258",4080,1950,10,"90 - 94",0,0
"259",4080,1950,10,"95+",0,0
"260",4080,1950,10,"UNK",1,1
"261",4080,1950,11,"Total",1918,2655
"262",4080,1950,11,"0",1788,2502
"263",4080,1950,11,"1",64,77
"264",4080,1950,11,"2",0,0
"265",4080,1950,11,"3",0,0
"266",4080,1950,11,"4",0,0
"267",4080,1950,11,"5 - 9",10,12
"268",4080,1950,11,"10 - 14",11,12
"269",4080,1950,11,"15 - 19",7,14
"270",4080,1950,11,"20 - 24",7,6
"271",4080,1950,11,"25 - 29",6,6
"272",4080,1950,11,"30 - 34",1,3
"273",4080,1950,11,"35 - 39",0,1
"274",4080,1950,11,"40 - 44",4,5
"275",4080,1950,11,"45 - 49",5,4
"276",4080,1950,11,"50 - 54",3,3
"277",4080,1950,11,"55 - 59",3,2
"278",4080,1950,11,"60 - 64",3,5
"279",4080,1950,11,"65 - 69",1,1
"280",4080,1950,11,"70 - 74",2,1
"281",4080,1950,11,"75 - 79",2,1
"282",4080,1950,11,"80 - 84",1,0
"283",4080,1950,11,"85 - 89",0,0
"284",4080,1950,11,"90 - 94",0,0
"285",4080,1950,11,"95+",0,0
"286",4080,1950,11,"UNK",0,0
"287",4080,1950,12,"Total",21546,22256
"288",4080,1950,12,"0",2737,3652
"289",4080,1950,12,"1",585,661
"290",4080,1950,12,"2",0,0
"291",4080,1950,12,"3",0,0
"292",4080,1950,12,"4",0,0
"293",4080,1950,12,"5 - 9",43,44
"294",4080,1950,12,"10 - 14",41,50
"295",4080,1950,12,"15 - 19",71,73
"296",4080,1950,12,"20 - 24",84,65
"297",4080,1950,12,"25 - 29",74,101
"298",4080,1950,12,"30 - 34",73,86
"299",4080,1950,12,"35 - 39",124,193
"300",4080,1950,12,"40 - 44",166,364
"301",4080,1950,12,"45 - 49",237,652
"302",4080,1950,12,"50 - 54",380,931
"303",4080,1950,12,"55 - 59",542,981
"304",4080,1950,12,"60 - 64",926,1422
"305",4080,1950,12,"65 - 69",1585,2000
"306",4080,1950,12,"70 - 74",2628,2854
"307",4080,1950,12,"75 - 79",3726,3274
"308",4080,1950,12,"80 - 84",3807,2888
"309",4080,1950,12,"85 - 89",3712,1964
"310",4080,1950,12,"90 - 94",0,0
"311",4080,1950,12,"95+",0,0
"312",4080,1950,12,"UNK",5,1
"313",4080,1950,13,"Total",8084,19566
"314",4080,1950,13,"0",147,206
"315",4080,1950,13,"1",412,614
"316",4080,1950,13,"2",0,0
"317",4080,1950,13,"3",0,0
"318",4080,1950,13,"4",0,0
"319",4080,1950,13,"5 - 9",104,244
"320",4080,1950,13,"10 - 14",76,246
"321",4080,1950,13,"15 - 19",173,748
"322",4080,1950,13,"20 - 24",260,1218
"323",4080,1950,13,"25 - 29",242,1297
"324",4080,1950,13,"30 - 34",215,933
"325",4080,1950,13,"35 - 39",313,1342
"326",4080,1950,13,"40 - 44",429,1684
"327",4080,1950,13,"45 - 49",488,2001
"328",4080,1950,13,"50 - 54",508,1880
"329",4080,1950,13,"55 - 59",521,1362
"330",4080,1950,13,"60 - 64",572,1293
"331",4080,1950,13,"65 - 69",595,1310
"332",4080,1950,13,"70 - 74",727,1201
"333",4080,1950,13,"75 - 79",817,933
"334",4080,1950,13,"80 - 84",742,662
"335",4080,1950,13,"85 - 89",735,352
"336",4080,1950,13,"90 - 94",0,0
"337",4080,1950,13,"95+",0,0
"338",4080,1950,13,"UNK",8,40
"339",4080,1952,1,"Total",256370,264762
"340",4080,1952,1,"0",14355,19085
"341",4080,1952,1,"1",3490,4115
"342",4080,1952,1,"2",0,0
"343",4080,1952,1,"3",0,0
"344",4080,1952,1,"4",0,0
"345",4080,1952,1,"5 - 9",687,982
"346",4080,1952,1,"10 - 14",504,715
"347",4080,1952,1,"15 - 19",959,1604
"348",4080,1952,1,"20 - 24",1551,2645
"349",4080,1952,1,"25 - 29",2027,3108
"350",4080,1952,1,"30 - 34",2289,3269
"351",4080,1952,1,"35 - 39",2484,3624
"352",4080,1952,1,"40 - 44",4667,7240
"353",4080,1952,1,"45 - 49",6730,11560
"354",4080,1952,1,"50 - 54",9685,16796
"355",4080,1952,1,"55 - 59",12657,18165
"356",4080,1952,1,"60 - 64",17015,21617
"357",4080,1952,1,"65 - 69",24923,28222
"358",4080,1952,1,"70 - 74",34567,34430
"359",4080,1952,1,"75 - 79",43064,39013
"360",4080,1952,1,"80 - 84",38218,28554
"361",4080,1952,1,"85 - 89",36423,19913
"362",4080,1952,1,"90 - 94",0,0
"363",4080,1952,1,"95+",0,0
"364",4080,1952,1,"UNK",75,105
"365",4080,1952,2,"Total",10461,16750
"366",4080,1952,2,"0",1554,1937
"367",4080,1952,2,"1",766,829
"368",4080,1952,2,"2",0,0
"369",4080,1952,2,"3",0,0
"370",4080,1952,2,"4",0,0
"371",4080,1952,2,"5 - 9",139,170
"372",4080,1952,2,"10 - 14",81,76
"373",4080,1952,2,"15 - 19",205,188
"374",4080,1952,2,"20 - 24",426,436
"375",4080,1952,2,"25 - 29",605,623
"376",4080,1952,2,"30 - 34",573,712
"377",4080,1952,2,"35 - 39",429,781
"378",4080,1952,2,"40 - 44",570,1303
"379",4080,1952,2,"45 - 49",571,1644
"380",4080,1952,2,"50 - 54",588,1877
"381",4080,1952,2,"55 - 59",574,1541
"382",4080,1952,2,"60 - 64",651,1369
"383",4080,1952,2,"65 - 69",742,1235
"384",4080,1952,2,"70 - 74",778,971
"385",4080,1952,2,"75 - 79",660,663
"386",4080,1952,2,"80 - 84",349,275
"387",4080,1952,2,"85 - 89",199,113
"388",4080,1952,2,"90 - 94",0,0
"389",4080,1952,2,"95+",0,0
"390",4080,1952,2,"UNK",1,7
"391",4080,1952,3,"Total",40947,39512
"392",4080,1952,3,"0",49,48
"393",4080,1952,3,"1",174,209
"394",4080,1952,3,"2",0,0
"395",4080,1952,3,"3",0,0
"396",4080,1952,3,"4",0,0
"397",4080,1952,3,"5 - 9",93,159
"398",4080,1952,3,"10 - 14",78,86
"399",4080,1952,3,"15 - 19",121,141
"400",4080,1952,3,"20 - 24",110,154
"401",4080,1952,3,"25 - 29",199,248
"402",4080,1952,3,"30 - 34",334,267
"403",4080,1952,3,"35 - 39",556,332
"404",4080,1952,3,"40 - 44",1261,874
"405",4080,1952,3,"45 - 49",1991,2012
"406",4080,1952,3,"50 - 54",2953,3599
"407",4080,1952,3,"55 - 59",3750,4215
"408",4080,1952,3,"60 - 64",4551,4968
"409",4080,1952,3,"65 - 69",5796,5992
"410",4080,1952,3,"70 - 74",6536,6422
"411",4080,1952,3,"75 - 79",6274,5716
"412",4080,1952,3,"80 - 84",3905,2916
"413",4080,1952,3,"85 - 89",2211,1145
"414",4080,1952,3,"90 - 94",0,0
"415",4080,1952,3,"95+",0,0
"416",4080,1952,3,"UNK",5,9
"417",4080,1952,4,"Total",87671,79757
"418",4080,1952,4,"0",149,168
"419",4080,1952,4,"1",97,100
"420",4080,1952,4,"2",0,0
"421",4080,1952,4,"3",0,0
"422",4080,1952,4,"4",0,0
"423",4080,1952,4,"5 - 9",50,61
"424",4080,1952,4,"10 - 14",73,67
"425",4080,1952,4,"15 - 19",87,132
"426",4080,1952,4,"20 - 24",181,182
"427",4080,1952,4,"25 - 29",229,235
"428",4080,1952,4,"30 - 34",311,340
"429",4080,1952,4,"35 - 39",397,454
"430",4080,1952,4,"40 - 44",907,1141
"431",4080,1952,4,"45 - 49",1592,2186
"432",4080,1952,4,"50 - 54",2511,3934
"433",4080,1952,4,"55 - 59",3781,5159
"434",4080,1952,4,"60 - 64",6030,7221
"435",4080,1952,4,"65 - 69",10032,10642
"436",4080,1952,4,"70 - 74",14942,14100
"437",4080,1952,4,"75 - 79",18869,16138
"438",4080,1952,4,"80 - 84",15409,11098
"439",4080,1952,4,"85 - 89",12009,6383
"440",4080,1952,4,"90 - 94",0,0
"441",4080,1952,4,"95+",0,0
"442",4080,1952,4,"UNK",15,16
"443",4080,1952,5,"Total",25583,28794
"444",4080,1952,5,"0",1518,2012
"445",4080,1952,5,"1",770,926
"446",4080,1952,5,"2",0,0
"447",4080,1952,5,"3",0,0
"448",4080,1952,5,"4",0,0
"449",4080,1952,5,"5 - 9",62,98
"450",4080,1952,5,"10 - 14",37,54
"451",4080,1952,5,"15 - 19",94,121
"452",4080,1952,5,"20 - 24",159,180
"453",4080,1952,5,"25 - 29",214,254
"454",4080,1952,5,"30 - 34",228,255
"455",4080,1952,5,"35 - 39",240,306
"456",4080,1952,5,"40 - 44",425,624
"457",4080,1952,5,"45 - 49",547,1067
"458",4080,1952,5,"50 - 54",825,1542
"459",4080,1952,5,"55 - 59",1230,1661
"460",4080,1952,5,"60 - 64",1601,2159
"461",4080,1952,5,"65 - 69",2407,2871
"462",4080,1952,5,"70 - 74",3305,3700
"463",4080,1952,5,"75 - 79",4268,4673
"464",4080,1952,5,"80 - 84",3995,3668
"465",4080,1952,5,"85 - 89",3647,2607
"466",4080,1952,5,"90 - 94",0,0
"467",4080,1952,5,"95+",0,0
"468",4080,1952,5,"UNK",11,16
"469",4080,1952,6,"Total",1543,2549
"470",4080,1952,6,"0",0,0
"471",4080,1952,6,"1",0,0
"472",4080,1952,6,"2",0,0
"473",4080,1952,6,"3",0,0
"474",4080,1952,6,"4",0,0
"475",4080,1952,6,"5 - 9",0,0
"476",4080,1952,6,"10 - 14",0,2
"477",4080,1952,6,"15 - 19",3,5
"478",4080,1952,6,"20 - 24",15,15
"479",4080,1952,6,"25 - 29",12,35
"480",4080,1952,6,"30 - 34",34,80
"481",4080,1952,6,"35 - 39",45,108
"482",4080,1952,6,"40 - 44",95,275
"483",4080,1952,6,"45 - 49",120,345
"484",4080,1952,6,"50 - 54",156,398
"485",4080,1952,6,"55 - 59",159,302
"486",4080,1952,6,"60 - 64",163,236
"487",4080,1952,6,"65 - 69",171,253
"488",4080,1952,6,"70 - 74",186,198
"489",4080,1952,6,"75 - 79",193,174
"490",4080,1952,6,"80 - 84",103,72
"491",4080,1952,6,"85 - 89",86,49
"492",4080,1952,6,"90 - 94",0,0
"493",4080,1952,6,"95+",0,0
"494",4080,1952,6,"UNK",2,2
"495",4080,1952,7,"Total",8282,7616
"496",4080,1952,7,"0",743,1089
"497",4080,1952,7,"1",379,387
"498",4080,1952,7,"2",0,0
"499",4080,1952,7,"3",0,0
"500",4080,1952,7,"4",0,0
"501",4080,1952,7,"5 - 9",63,80
"502",4080,1952,7,"10 - 14",36,55
"503",4080,1952,7,"15 - 19",64,79
"504",4080,1952,7,"20 - 24",54,95
"505",4080,1952,7,"25 - 29",59,93
"506",4080,1952,7,"30 - 34",71,79
"507",4080,1952,7,"35 - 39",70,82
"508",4080,1952,7,"40 - 44",133,145
"509",4080,1952,7,"45 - 49",164,230
"510",4080,1952,7,"50 - 54",246,313
"511",4080,1952,7,"55 - 59",330,329
"512",4080,1952,7,"60 - 64",510,522
"513",4080,1952,7,"65 - 69",813,805
"514",4080,1952,7,"70 - 74",1249,1068
"515",4080,1952,7,"75 - 79",1486,1117
"516",4080,1952,7,"80 - 84",1144,692
"517",4080,1952,7,"85 - 89",665,351
"518",4080,1952,7,"90 - 94",0,0
"519",4080,1952,7,"95+",0,0
"520",4080,1952,7,"UNK",3,5
"521",4080,1952,8,"Total",3202,1656
"522",4080,1952,8,"0",9,16
"523",4080,1952,8,"1",16,27
"524",4080,1952,8,"2",0,0
"525",4080,1952,8,"3",0,0
"526",4080,1952,8,"4",0,0
"527",4080,1952,8,"5 - 9",6,7
"528",4080,1952,8,"10 - 14",9,13
"529",4080,1952,8,"15 - 19",11,9
"530",4080,1952,8,"20 - 24",24,19
"531",4080,1952,8,"25 - 29",19,23
"532",4080,1952,8,"30 - 34",18,15
"533",4080,1952,8,"35 - 39",16,15
"534",4080,1952,8,"40 - 44",31,41
"535",4080,1952,8,"45 - 49",65,73
"536",4080,1952,8,"50 - 54",153,97
"537",4080,1952,8,"55 - 59",258,123
"538",4080,1952,8,"60 - 64",358,190
"539",4080,1952,8,"65 - 69",551,266
"540",4080,1952,8,"70 - 74",669,302
"541",4080,1952,8,"75 - 79",602,255
"542",4080,1952,8,"80 - 84",266,120
"543",4080,1952,8,"85 - 89",120,45
"544",4080,1952,8,"90 - 94",0,0
"545",4080,1952,8,"95+",0,0
"546",4080,1952,8,"UNK",1,0
"547",4080,1952,9,"Total",10817,13222
"548",4080,1952,9,"0",576,818
"549",4080,1952,9,"1",194,303
"550",4080,1952,9,"2",0,0
"551",4080,1952,9,"3",0,0
"552",4080,1952,9,"4",0,0
"553",4080,1952,9,"5 - 9",47,47
"554",4080,1952,9,"10 - 14",43,52
"555",4080,1952,9,"15 - 19",49,67
"556",4080,1952,9,"20 - 24",73,109
"557",4080,1952,9,"25 - 29",97,146
"558",4080,1952,9,"30 - 34",149,148
"559",4080,1952,9,"35 - 39",210,226
"560",4080,1952,9,"40 - 44",477,632
"561",4080,1952,9,"45 - 49",734,1096
"562",4080,1952,9,"50 - 54",975,1557
"563",4080,1952,9,"55 - 59",1097,1592
"564",4080,1952,9,"60 - 64",1194,1537
"565",4080,1952,9,"65 - 69",1174,1572
"566",4080,1952,9,"70 - 74",1185,1335
"567",4080,1952,9,"75 - 79",1114,1137
"568",4080,1952,9,"80 - 84",822,554
"569",4080,1952,9,"85 - 89",605,291
"570",4080,1952,9,"90 - 94",0,0
"571",4080,1952,9,"95+",0,0
"572",4080,1952,9,"UNK",2,3
"573",4080,1952,10,"Total",3811,6220
"574",4080,1952,10,"0",31,28
"575",4080,1952,10,"1",29,41
"576",4080,1952,10,"2",0,0
"577",4080,1952,10,"3",0,0
"578",4080,1952,10,"4",0,0
"579",4080,1952,10,"5 - 9",15,18
"580",4080,1952,10,"10 - 14",19,7
"581",4080,1952,10,"15 - 19",30,26
"582",4080,1952,10,"20 - 24",49,53
"583",4080,1952,10,"25 - 29",66,62
"584",4080,1952,10,"30 - 34",69,62
"585",4080,1952,10,"35 - 39",77,83
"586",4080,1952,10,"40 - 44",103,129
"587",4080,1952,10,"45 - 49",153,196
"588",4080,1952,10,"50 - 54",205,260
"589",4080,1952,10,"55 - 59",226,343
"590",4080,1952,10,"60 - 64",309,394
"591",4080,1952,10,"65 - 69",415,612
"592",4080,1952,10,"70 - 74",542,978
"593",4080,1952,10,"75 - 79",638,1301
"594",4080,1952,10,"80 - 84",513,1053
"595",4080,1952,10,"85 - 89",321,572
"596",4080,1952,10,"90 - 94",0,0
"597",4080,1952,10,"95+",0,0
"598",4080,1952,10,"UNK",1,2
"599",4080,1952,11,"Total",2196,3010
"600",4080,1952,11,"0",2010,2832
"601",4080,1952,11,"1",93,91
"602",4080,1952,11,"2",0,0
"603",4080,1952,11,"3",0,0
"604",4080,1952,11,"4",0,0
"605",4080,1952,11,"5 - 9",16,14
"606",4080,1952,11,"10 - 14",7,7
"607",4080,1952,11,"15 - 19",16,14
"608",4080,1952,11,"20 - 24",8,10
"609",4080,1952,11,"25 - 29",6,6
"610",4080,1952,11,"30 - 34",3,2
"611",4080,1952,11,"35 - 39",3,3
"612",4080,1952,11,"40 - 44",7,2
"613",4080,1952,11,"45 - 49",5,8
"614",4080,1952,11,"50 - 54",9,6
"615",4080,1952,11,"55 - 59",4,5
"616",4080,1952,11,"60 - 64",5,3
"617",4080,1952,11,"65 - 69",3,5
"618",4080,1952,11,"70 - 74",1,2
"619",4080,1952,11,"75 - 79",0,0
"620",4080,1952,11,"80 - 84",0,0
"621",4080,1952,11,"85 - 89",0,0
"622",4080,1952,11,"90 - 94",0,0
"623",4080,1952,11,"95+",0,0
"624",4080,1952,11,"UNK",0,0
"625",4080,1952,12,"Total",18863,19765
"626",4080,1952,12,"0",2086,2558
"627",4080,1952,12,"1",602,667
"628",4080,1952,12,"2",0,0
"629",4080,1952,12,"3",0,0
"630",4080,1952,12,"4",0,0
"631",4080,1952,12,"5 - 9",54,42
"632",4080,1952,12,"10 - 14",13,36
"633",4080,1952,12,"15 - 19",50,55
"634",4080,1952,12,"20 - 24",44,54
"635",4080,1952,12,"25 - 29",69,70
"636",4080,1952,12,"30 - 34",72,84
"637",4080,1952,12,"35 - 39",67,111
"638",4080,1952,12,"40 - 44",115,300
"639",4080,1952,12,"45 - 49",212,533
"640",4080,1952,12,"50 - 54",309,905
"641",4080,1952,12,"55 - 59",444,1063
"642",4080,1952,12,"60 - 64",709,1323
"643",4080,1952,12,"65 - 69",1317,1901
"644",4080,1952,12,"70 - 74",2266,2431
"645",4080,1952,12,"75 - 79",3354,3228
"646",4080,1952,12,"80 - 84",3438,2520
"647",4080,1952,12,"85 - 89",3638,1881
"648",4080,1952,12,"90 - 94",0,0
"649",4080,1952,12,"95+",0,0
"650",4080,1952,12,"UNK",4,3
"651",4080,1952,13,"Total",9164,20739
