"","X","Year","Cause","Age","Female","Male"
"130",3160,1950,5,"UNK",5,13
"131",3160,1950,6,"Total",2184,1956
"132",3160,1950,6,"0",2,1
"133",3160,1950,6,"1",1,3
"134",3160,1950,6,"2",0,1
"135",3160,1950,6,"3",0,1
"136",3160,1950,6,"4",0,1
"137",3160,1950,6,"5 - 9",3,3
"138",3160,1950,6,"10 - 14",6,8
"139",3160,1950,6,"15 - 19",70,73
"140",3160,1950,6,"20 - 24",165,178
"141",3160,1950,6,"25 - 29",241,157
"142",3160,1950,6,"30 - 34",205,150
"143",3160,1950,6,"35 - 39",173,163
"144",3160,1950,6,"40 - 44",184,133
"145",3160,1950,6,"45 - 49",146,149
"146",3160,1950,6,"50 - 54",144,137
"147",3160,1950,6,"55 - 59",143,161
"148",3160,1950,6,"60 - 64",116,158
"149",3160,1950,6,"65 - 69",144,139
"150",3160,1950,6,"70 - 74",151,147
"151",3160,1950,6,"75 - 79",135,103
"152",3160,1950,6,"80 - 84",96,59
"153",3160,1950,6,"85 - 89",58,28
"154",3160,1950,6,"90 - 94",0,0
"155",3160,1950,6,"95+",0,0
"156",3160,1950,6,"UNK",1,3
"157",3160,1950,7,"Total",14432,17347
"158",3160,1950,7,"0",1005,1316
"159",3160,1950,7,"1",587,693
"160",3160,1950,7,"2",397,465
"161",3160,1950,7,"3",258,288
"162",3160,1950,7,"4",140,164
"163",3160,1950,7,"5 - 9",540,598
"164",3160,1950,7,"10 - 14",335,408
"165",3160,1950,7,"15 - 19",314,472
"166",3160,1950,7,"20 - 24",332,403
"167",3160,1950,7,"25 - 29",316,310
"168",3160,1950,7,"30 - 34",255,220
"169",3160,1950,7,"35 - 39",247,264
"170",3160,1950,7,"40 - 44",251,272
"171",3160,1950,7,"45 - 49",351,382
"172",3160,1950,7,"50 - 54",501,600
"173",3160,1950,7,"55 - 59",693,1012
"174",3160,1950,7,"60 - 64",1139,1743
"175",3160,1950,7,"65 - 69",1731,2511
"176",3160,1950,7,"70 - 74",2161,2636
"177",3160,1950,7,"75 - 79",1673,1727
"178",3160,1950,7,"80 - 84",878,666
"179",3160,1950,7,"85 - 89",326,196
"180",3160,1950,7,"90 - 94",0,0
"181",3160,1950,7,"95+",0,0
"182",3160,1950,7,"UNK",2,1
"183",3160,1950,8,"Total",5539,5731
"184",3160,1950,8,"0",1153,1434
"185",3160,1950,8,"1",827,897
"186",3160,1950,8,"2",234,199
"187",3160,1950,8,"3",80,67
"188",3160,1950,8,"4",25,31
"189",3160,1950,8,"5 - 9",71,65
"190",3160,1950,8,"10 - 14",60,45
"191",3160,1950,8,"15 - 19",127,113
"192",3160,1950,8,"20 - 24",180,141
"193",3160,1950,8,"25 - 29",155,140
"194",3160,1950,8,"30 - 34",157,110
"195",3160,1950,8,"35 - 39",175,137
"196",3160,1950,8,"40 - 44",190,187
"197",3160,1950,8,"45 - 49",208,224
"198",3160,1950,8,"50 - 54",220,289
"199",3160,1950,8,"55 - 59",278,319
"200",3160,1950,8,"60 - 64",327,342
"201",3160,1950,8,"65 - 69",310,358
"202",3160,1950,8,"70 - 74",313,319
"203",3160,1950,8,"75 - 79",209,180
"204",3160,1950,8,"80 - 84",146,85
"205",3160,1950,8,"85 - 89",92,42
"206",3160,1950,8,"90 - 94",0,0
"207",3160,1950,8,"95+",0,0
"208",3160,1950,8,"UNK",2,7
"209",3160,1950,9,"Total",54951,61792
"210",3160,1950,9,"0",8481,10205
"211",3160,1950,9,"1",5079,5456
"212",3160,1950,9,"2",2964,3306
"213",3160,1950,9,"3",1822,1965
"214",3160,1950,9,"4",742,733
"215",3160,1950,9,"5 - 9",1394,1392
"216",3160,1950,9,"10 - 14",608,636
"217",3160,1950,9,"15 - 19",830,911
"218",3160,1950,9,"20 - 24",1202,1132
"219",3160,1950,9,"25 - 29",1193,1005
"220",3160,1950,9,"30 - 34",1097,965
"221",3160,1950,9,"35 - 39",1254,1379
"222",3160,1950,9,"40 - 44",1349,1880
"223",3160,1950,9,"45 - 49",1545,2678
"224",3160,1950,9,"50 - 54",1995,3256
"225",3160,1950,9,"55 - 59",2316,4017
"226",3160,1950,9,"60 - 64",3273,4753
"227",3160,1950,9,"65 - 69",4249,5202
"228",3160,1950,9,"70 - 74",5126,5151
"229",3160,1950,9,"75 - 79",4202,3390
"230",3160,1950,9,"80 - 84",2758,1647
"231",3160,1950,9,"85 - 89",1465,726
"232",3160,1950,9,"90 - 94",0,0
"233",3160,1950,9,"95+",0,0
"234",3160,1950,9,"UNK",7,7
"235",3160,1950,10,"Total",16719,13823
"236",3160,1950,10,"0",148,191
"237",3160,1950,10,"1",199,194
"238",3160,1950,10,"2",236,343
"239",3160,1950,10,"3",241,281
"240",3160,1950,10,"4",144,159
"241",3160,1950,10,"5 - 9",442,448
"242",3160,1950,10,"10 - 14",274,263
"243",3160,1950,10,"15 - 19",365,301
"244",3160,1950,10,"20 - 24",520,371
"245",3160,1950,10,"25 - 29",667,341
"246",3160,1950,10,"30 - 34",622,260
"247",3160,1950,10,"35 - 39",686,386
"248",3160,1950,10,"40 - 44",705,454
"249",3160,1950,10,"45 - 49",789,615
"250",3160,1950,10,"50 - 54",949,782
"251",3160,1950,10,"55 - 59",1013,1078
"252",3160,1950,10,"60 - 64",1431,1362
"253",3160,1950,10,"65 - 69",1904,1800
"254",3160,1950,10,"70 - 74",2230,1854
"255",3160,1950,10,"75 - 79",1681,1385
"256",3160,1950,10,"80 - 84",1002,694
"257",3160,1950,10,"85 - 89",468,260
"258",3160,1950,10,"90 - 94",0,0
"259",3160,1950,10,"95+",0,0
"260",3160,1950,10,"UNK",3,1
"261",3160,1950,11,"Total",4027,5126
"262",3160,1950,11,"0",3436,4566
"263",3160,1950,11,"1",193,151
"264",3160,1950,11,"2",65,116
"265",3160,1950,11,"3",34,54
"266",3160,1950,11,"4",17,25
"267",3160,1950,11,"5 - 9",66,71
"268",3160,1950,11,"10 - 14",53,49
"269",3160,1950,11,"15 - 19",29,26
"270",3160,1950,11,"20 - 24",39,17
"271",3160,1950,11,"25 - 29",14,14
"272",3160,1950,11,"30 - 34",7,3
"273",3160,1950,11,"35 - 39",19,9
"274",3160,1950,11,"40 - 44",10,5
"275",3160,1950,11,"45 - 49",9,6
"276",3160,1950,11,"50 - 54",9,3
"277",3160,1950,11,"55 - 59",8,2
"278",3160,1950,11,"60 - 64",5,2
"279",3160,1950,11,"65 - 69",4,1
"280",3160,1950,11,"70 - 74",6,5
"281",3160,1950,11,"75 - 79",2,0
"282",3160,1950,11,"80 - 84",1,0
"283",3160,1950,11,"85 - 89",1,1
"284",3160,1950,11,"90 - 94",0,0
"285",3160,1950,11,"95+",0,0
"286",3160,1950,11,"UNK",0,0
"287",3160,1950,12,"Total",41078,45212
"288",3160,1950,12,"0",13242,15435
"289",3160,1950,12,"1",4016,3931
"290",3160,1950,12,"2",1888,1620
"291",3160,1950,12,"3",856,779
"292",3160,1950,12,"4",442,351
"293",3160,1950,12,"5 - 9",1048,897
"294",3160,1950,12,"10 - 14",450,399
"295",3160,1950,12,"15 - 19",552,492
"296",3160,1950,12,"20 - 24",749,615
"297",3160,1950,12,"25 - 29",699,458
"298",3160,1950,12,"30 - 34",615,404
"299",3160,1950,12,"35 - 39",612,517
"300",3160,1950,12,"40 - 44",622,606
"301",3160,1950,12,"45 - 49",576,862
"302",3160,1950,12,"50 - 54",713,1073
"303",3160,1950,12,"55 - 59",954,1621
"304",3160,1950,12,"60 - 64",1447,2324
"305",3160,1950,12,"65 - 69",2235,3276
"306",3160,1950,12,"70 - 74",3018,3827
"307",3160,1950,12,"75 - 79",2772,3114
"308",3160,1950,12,"80 - 84",2191,1793
"309",3160,1950,12,"85 - 89",1377,810
"310",3160,1950,12,"90 - 94",0,0
"311",3160,1950,12,"95+",0,0
"312",3160,1950,12,"UNK",4,8
"313",3160,1950,13,"Total",16326,34753
"314",3160,1950,13,"0",1177,1241
"315",3160,1950,13,"1",1403,1677
"316",3160,1950,13,"2",998,1415
"317",3160,1950,13,"3",567,848
"318",3160,1950,13,"4",289,508
"319",3160,1950,13,"5 - 9",943,2524
"320",3160,1950,13,"10 - 14",385,860
"321",3160,1950,13,"15 - 19",913,2438
"322",3160,1950,13,"20 - 24",1463,4188
"323",3160,1950,13,"25 - 29",936,2711
"324",3160,1950,13,"30 - 34",731,1917
"325",3160,1950,13,"35 - 39",639,1936
"326",3160,1950,13,"40 - 44",576,1876
"327",3160,1950,13,"45 - 49",612,1982
"328",3160,1950,13,"50 - 54",551,1875
"329",3160,1950,13,"55 - 59",543,1715
"330",3160,1950,13,"60 - 64",677,1546
"331",3160,1950,13,"65 - 69",857,1272
"332",3160,1950,13,"70 - 74",835,1029
"333",3160,1950,13,"75 - 79",643,647
"334",3160,1950,13,"80 - 84",372,295
"335",3160,1950,13,"85 - 89",173,114
"336",3160,1950,13,"90 - 94",0,0
"337",3160,1950,13,"95+",0,0
"338",3160,1950,13,"UNK",43,139
"339",3160,1951,1,"Total",406458,432540
"340",3160,1951,1,"0",56005,66864
"341",3160,1951,1,"1",14577,15299
"342",3160,1951,1,"2",11073,11609
"343",3160,1951,1,"3",8196,8796
"344",3160,1951,1,"4",4848,5232
"345",3160,1951,1,"5 - 9",7765,8817
"346",3160,1951,1,"10 - 14",4435,4510
"347",3160,1951,1,"15 - 19",8043,8672
"348",3160,1951,1,"20 - 24",12936,14300
"349",3160,1951,1,"25 - 29",13700,12956
"350",3160,1951,1,"30 - 34",11833,10183
"351",3160,1951,1,"35 - 39",12184,11673
"352",3160,1951,1,"40 - 44",12559,14155
"353",3160,1951,1,"45 - 49",13696,17611
"354",3160,1951,1,"50 - 54",15999,22266
"355",3160,1951,1,"55 - 59",19336,27609
"356",3160,1951,1,"60 - 64",25196,34676
"357",3160,1951,1,"65 - 69",33178,39610
"358",3160,1951,1,"70 - 74",41114,41559
"359",3160,1951,1,"75 - 79",38467,31688
"360",3160,1951,1,"80 - 84",25056,16371
"361",3160,1951,1,"85 - 89",16253,8061
"362",3160,1951,1,"90 - 94",0,0
"363",3160,1951,1,"95+",0,0
"364",3160,1951,1,"UNK",9,23
"365",3160,1951,2,"Total",95223,101882
"366",3160,1951,2,"0",13552,15213
"367",3160,1951,2,"1",7487,7488
"368",3160,1951,2,"2",6498,6448
"369",3160,1951,2,"3",5078,5108
"370",3160,1951,2,"4",3055,2870
"371",3160,1951,2,"5 - 9",3964,3523
"372",3160,1951,2,"10 - 14",1706,1332
"373",3160,1951,2,"15 - 19",4110,3136
"374",3160,1951,2,"20 - 24",6900,6440
"375",3160,1951,2,"25 - 29",7192,6739
"376",3160,1951,2,"30 - 34",5404,5050
"377",3160,1951,2,"35 - 39",4373,5062
"378",3160,1951,2,"40 - 44",3552,5066
"379",3160,1951,2,"45 - 49",2813,4765
"380",3160,1951,2,"50 - 54",2566,4715
"381",3160,1951,2,"55 - 59",2651,4347
"382",3160,1951,2,"60 - 64",2714,4358
"383",3160,1951,2,"65 - 69",2931,3632
"384",3160,1951,2,"70 - 74",3060,3056
"385",3160,1951,2,"75 - 79",2830,2059
"386",3160,1951,2,"80 - 84",1748,984
"387",3160,1951,2,"85 - 89",1039,491
"388",3160,1951,2,"90 - 94",0,0
"389",3160,1951,2,"95+",0,0
"390",3160,1951,2,"UNK",0,0
"391",3160,1951,3,"Total",35044,36079
"392",3160,1951,3,"0",59,76
"393",3160,1951,3,"1",101,112
"394",3160,1951,3,"2",83,111
"395",3160,1951,3,"3",59,98
"396",3160,1951,3,"4",54,72
"397",3160,1951,3,"5 - 9",125,206
"398",3160,1951,3,"10 - 14",155,184
"399",3160,1951,3,"15 - 19",197,240
"400",3160,1951,3,"20 - 24",269,261
"401",3160,1951,3,"25 - 29",488,330
"402",3160,1951,3,"30 - 34",864,419
"403",3160,1951,3,"35 - 39",1689,815
"404",3160,1951,3,"40 - 44",2477,1487
"405",3160,1951,3,"45 - 49",3287,2605
"406",3160,1951,3,"50 - 54",3862,3882
"407",3160,1951,3,"55 - 59",4194,5296
"408",3160,1951,3,"60 - 64",4726,6237
"409",3160,1951,3,"65 - 69",4760,6072
"410",3160,1951,3,"70 - 74",4085,4703
"411",3160,1951,3,"75 - 79",2411,2192
"412",3160,1951,3,"80 - 84",836,542
"413",3160,1951,3,"85 - 89",263,137
"414",3160,1951,3,"90 - 94",0,0
"415",3160,1951,3,"95+",0,0
"416",3160,1951,3,"UNK",0,2
"417",3160,1951,4,"Total",88296,85107
"418",3160,1951,4,"0",116,97
"419",3160,1951,4,"1",111,120
"420",3160,1951,4,"2",92,121
"421",3160,1951,4,"3",78,68
"422",3160,1951,4,"4",66,69
"423",3160,1951,4,"5 - 9",314,376
"424",3160,1951,4,"10 - 14",522,483
"425",3160,1951,4,"15 - 19",699,619
"426",3160,1951,4,"20 - 24",930,700
"427",3160,1951,4,"25 - 29",1208,705
"428",3160,1951,4,"30 - 34",1266,767
"429",3160,1951,4,"35 - 39",1744,1283
"430",3160,1951,4,"40 - 44",2354,2168
"431",3160,1951,4,"45 - 49",3507,3551
"432",3160,1951,4,"50 - 54",5060,5694
"433",3160,1951,4,"55 - 59",6875,8563
"434",3160,1951,4,"60 - 64",9804,12107
"435",3160,1951,4,"65 - 69",13517,14862
"436",3160,1951,4,"70 - 74",16413,15568
"437",3160,1951,4,"75 - 79",13501,10931
"438",3160,1951,4,"80 - 84",6949,4566
"439",3160,1951,4,"85 - 89",3170,1688
"440",3160,1951,4,"90 - 94",0,0
"441",3160,1951,4,"95+",0,0
"442",3160,1951,4,"UNK",0,1
"443",3160,1951,5,"Total",10191,11917
"444",3160,1951,5,"0",1871,2343
"445",3160,1951,5,"1",543,527
"446",3160,1951,5,"2",654,723
"447",3160,1951,5,"3",521,572
"448",3160,1951,5,"4",284,274
"449",3160,1951,5,"5 - 9",329,317
"450",3160,1951,5,"10 - 14",90,138
"451",3160,1951,5,"15 - 19",147,195
"452",3160,1951,5,"20 - 24",192,301
"453",3160,1951,5,"25 - 29",230,345
"454",3160,1951,5,"30 - 34",225,299
"455",3160,1951,5,"35 - 39",234,395
"456",3160,1951,5,"40 - 44",283,451
"457",3160,1951,5,"45 - 49",300,519
"458",3160,1951,5,"50 - 54",346,641
"459",3160,1951,5,"55 - 59",390,615
"460",3160,1951,5,"60 - 64",525,719
"461",3160,1951,5,"65 - 69",684,740
"462",3160,1951,5,"70 - 74",810,766
"463",3160,1951,5,"75 - 79",788,591
"464",3160,1951,5,"80 - 84",441,292
"465",3160,1951,5,"85 - 89",303,151
"466",3160,1951,5,"90 - 94",0,0
"467",3160,1951,5,"95+",0,0
"468",3160,1951,5,"UNK",1,3
"469",3160,1951,6,"Total",2273,1900
"470",3160,1951,6,"0",0,1
"471",3160,1951,6,"1",0,0
"472",3160,1951,6,"2",2,0
"473",3160,1951,6,"3",1,0
"474",3160,1951,6,"4",0,1
"475",3160,1951,6,"5 - 9",7,3
"476",3160,1951,6,"10 - 14",5,8
"477",3160,1951,6,"15 - 19",65,79
"478",3160,1951,6,"20 - 24",161,161
"479",3160,1951,6,"25 - 29",231,176
"480",3160,1951,6,"30 - 34",200,146
"481",3160,1951,6,"35 - 39",196,124
"482",3160,1951,6,"40 - 44",192,156
"483",3160,1951,6,"45 - 49",163,133
"484",3160,1951,6,"50 - 54",140,143
"485",3160,1951,6,"55 - 59",132,149
"486",3160,1951,6,"60 - 64",148,162
"487",3160,1951,6,"65 - 69",122,135
"488",3160,1951,6,"70 - 74",186,127
"489",3160,1951,6,"75 - 79",150,94
"490",3160,1951,6,"80 - 84",92,70
"491",3160,1951,6,"85 - 89",79,32
"492",3160,1951,6,"90 - 94",0,0
"493",3160,1951,6,"95+",0,0
"494",3160,1951,6,"UNK",1,0
"495",3160,1951,7,"Total",6993,7924
"496",3160,1951,7,"0",762,1007
"497",3160,1951,7,"1",445,508
"498",3160,1951,7,"2",355,368
"499",3160,1951,7,"3",287,290
"500",3160,1951,7,"4",181,211
"501",3160,1951,7,"5 - 9",402,471
"502",3160,1951,7,"10 - 14",286,383
"503",3160,1951,7,"15 - 19",286,440
"504",3160,1951,7,"20 - 24",299,372
"505",3160,1951,7,"25 - 29",291,249
"506",3160,1951,7,"30 - 34",217,190
"507",3160,1951,7,"35 - 39",211,199
"508",3160,1951,7,"40 - 44",181,207
"509",3160,1951,7,"45 - 49",201,246
"510",3160,1951,7,"50 - 54",193,270
"511",3160,1951,7,"55 - 59",213,301
"512",3160,1951,7,"60 - 64",350,455
"513",3160,1951,7,"65 - 69",444,527
"514",3160,1951,7,"70 - 74",558,567
"515",3160,1951,7,"75 - 79",491,426
"516",3160,1951,7,"80 - 84",235,176
"517",3160,1951,7,"85 - 89",105,61
"518",3160,1951,7,"90 - 94",0,0
"519",3160,1951,7,"95+",0,0
"520",3160,1951,7,"UNK",0,0
"521",3160,1951,8,"Total",4656,4661
"522",3160,1951,8,"0",978,1171
"523",3160,1951,8,"1",590,699
"524",3160,1951,8,"2",167,195
"525",3160,1951,8,"3",63,68
"526",3160,1951,8,"4",30,34
"527",3160,1951,8,"5 - 9",59,52
"528",3160,1951,8,"10 - 14",43,58
"529",3160,1951,8,"15 - 19",75,70
"530",3160,1951,8,"20 - 24",159,93
"531",3160,1951,8,"25 - 29",154,81
"532",3160,1951,8,"30 - 34",152,78
"533",3160,1951,8,"35 - 39",159,103
"534",3160,1951,8,"40 - 44",162,126
"535",3160,1951,8,"45 - 49",176,182
"536",3160,1951,8,"50 - 54",189,240
"537",3160,1951,8,"55 - 59",215,278
"538",3160,1951,8,"60 - 64",251,298
"539",3160,1951,8,"65 - 69",295,302
"540",3160,1951,8,"70 - 74",298,239
"541",3160,1951,8,"75 - 79",236,185
"542",3160,1951,8,"80 - 84",125,70
"543",3160,1951,8,"85 - 89",80,39
"544",3160,1951,8,"90 - 94",0,0
"545",3160,1951,8,"95+",0,0
"546",3160,1951,8,"UNK",0,0
"547",3160,1951,9,"Total",48452,54712
"548",3160,1951,9,"0",6108,7617
"549",3160,1951,9,"1",3694,3913
"550",3160,1951,9,"2",2759,2873
"551",3160,1951,9,"3",1878,1951
"552",3160,1951,9,"4",1040,1026
"553",3160,1951,9,"5 - 9",1220,1099
"554",3160,1951,9,"10 - 14",521,492
"555",3160,1951,9,"15 - 19",648,723
"556",3160,1951,9,"20 - 24",809,958
"557",3160,1951,9,"25 - 29",917,853
"558",3160,1951,9,"30 - 34",904,870
"559",3160,1951,9,"35 - 39",1076,1178
"560",3160,1951,9,"40 - 44",1236,1729
"561",3160,1951,9,"45 - 49",1392,2387
"562",3160,1951,9,"50 - 54",1752,3033
"563",3160,1951,9,"55 - 59",2276,3851
"564",3160,1951,9,"60 - 64",2927,4529
"565",3160,1951,9,"65 - 69",3970,4923
"566",3160,1951,9,"70 - 74",4891,5001
"567",3160,1951,9,"75 - 79",4310,3394
"568",3160,1951,9,"80 - 84",2633,1578
"569",3160,1951,9,"85 - 89",1490,734
"570",3160,1951,9,"90 - 94",0,0
"571",3160,1951,9,"95+",0,0
"572",3160,1951,9,"UNK",1,0
"573",3160,1951,10,"Total",14922,12721
"574",3160,1951,10,"0",97,129
"575",3160,1951,10,"1",117,179
"576",3160,1951,10,"2",241,340
"577",3160,1951,10,"3",231,336
"578",3160,1951,10,"4",153,205
"579",3160,1951,10,"5 - 9",424,418
"580",3160,1951,10,"10 - 14",318,266
"581",3160,1951,10,"15 - 19",336,287
"582",3160,1951,10,"20 - 24",466,329
"583",3160,1951,10,"25 - 29",570,281
"584",3160,1951,10,"30 - 34",555,255
"585",3160,1951,10,"35 - 39",638,313
"586",3160,1951,10,"40 - 44",632,390
"587",3160,1951,10,"45 - 49",651,586
"588",3160,1951,10,"50 - 54",703,683
"589",3160,1951,10,"55 - 59",923,876
"590",3160,1951,10,"60 - 64",1266,1273
"591",3160,1951,10,"65 - 69",1697,1579
"592",3160,1951,10,"70 - 74",1985,1743
"593",3160,1951,10,"75 - 79",1623,1357
"594",3160,1951,10,"80 - 84",854,635
"595",3160,1951,10,"85 - 89",441,261
"596",3160,1951,10,"90 - 94",0,0
"597",3160,1951,10,"95+",0,0
"598",3160,1951,10,"UNK",1,0
"599",3160,1951,11,"Total",3488,4629
"600",3160,1951,11,"0",2979,4114
"601",3160,1951,11,"1",134,142
"602",3160,1951,11,"2",54,56
"603",3160,1951,11,"3",39,43
"604",3160,1951,11,"4",13,33
"605",3160,1951,11,"5 - 9",54,69
"606",3160,1951,11,"10 - 14",54,41
"607",3160,1951,11,"15 - 19",49,40
"608",3160,1951,11,"20 - 24",31,25
"609",3160,1951,11,"25 - 29",22,18
"610",3160,1951,11,"30 - 34",13,9
"611",3160,1951,11,"35 - 39",12,10
"612",3160,1951,11,"40 - 44",9,3
"613",3160,1951,11,"45 - 49",6,6
"614",3160,1951,11,"50 - 54",4,4
"615",3160,1951,11,"55 - 59",3,3
"616",3160,1951,11,"60 - 64",3,6
"617",3160,1951,11,"65 - 69",2,2
"618",3160,1951,11,"70 - 74",5,3
"619",3160,1951,11,"75 - 79",1,2
"620",3160,1951,11,"80 - 84",1,0
"621",3160,1951,11,"85 - 89",0,0
"622",3160,1951,11,"90 - 94",0,0
"623",3160,1951,11,"95+",0,0
"624",3160,1951,11,"UNK",0,0
"625",3160,1951,12,"Total",35577,39741
"626",3160,1951,12,"0",11784,13692
"627",3160,1951,12,"1",3390,3448
"628",3160,1951,12,"2",1616,1483
"629",3160,1951,12,"3",965,908
"630",3160,1951,12,"4",506,480
"631",3160,1951,12,"5 - 9",757,666
"632",3160,1951,12,"10 - 14",359,312
"633",3160,1951,12,"15 - 19",330,405
"634",3160,1951,12,"20 - 24",519,404
"635",3160,1951,12,"25 - 29",553,381
"636",3160,1951,12,"30 - 34",451,286
"637",3160,1951,12,"35 - 39",386,375
"638",3160,1951,12,"40 - 44",425,488
"639",3160,1951,12,"45 - 49",455,667
"640",3160,1951,12,"50 - 54",535,922
"641",3160,1951,12,"55 - 59",723,1270
"642",3160,1951,12,"60 - 64",1281,2035
"643",3160,1951,12,"65 - 69",1982,2968
"644",3160,1951,12,"70 - 74",2763,3472
