"","X","Year","Cause","Age","Female","Male"
"67",5150,1950,3,"45 - 49",88,53
"68",5150,1950,3,"50 - 54",102,89
"69",5150,1950,3,"55 - 59",153,129
"70",5150,1950,3,"60 - 64",138,158
"71",5150,1950,3,"65 - 69",202,261
"72",5150,1950,3,"70 - 74",195,265
"73",5150,1950,3,"75 - 79",152,212
"74",5150,1950,3,"80 - 84",86,108
"75",5150,1950,3,"85 - 89",65,58
"76",5150,1950,3,"90 - 94",0,0
"77",5150,1950,3,"95+",0,0
"78",5150,1950,3,"UNK",0,0
"79",5150,1950,4,"Total",4100,4722
"80",5150,1950,4,"0",2,2
"81",5150,1950,4,"1",1,0
"82",5150,1950,4,"2",0,0
"83",5150,1950,4,"3",1,0
"84",5150,1950,4,"4",0,0
"85",5150,1950,4,"5 - 9",6,1
"86",5150,1950,4,"10 - 14",6,12
"87",5150,1950,4,"15 - 19",11,6
"88",5150,1950,4,"20 - 24",6,2
"89",5150,1950,4,"25 - 29",10,11
"90",5150,1950,4,"30 - 34",20,13
"91",5150,1950,4,"35 - 39",36,30
"92",5150,1950,4,"40 - 44",48,57
"93",5150,1950,4,"45 - 49",73,114
"94",5150,1950,4,"50 - 54",120,212
"95",5150,1950,4,"55 - 59",196,308
"96",5150,1950,4,"60 - 64",352,526
"97",5150,1950,4,"65 - 69",551,724
"98",5150,1950,4,"70 - 74",705,874
"99",5150,1950,4,"75 - 79",701,806
"100",5150,1950,4,"80 - 84",665,583
"101",5150,1950,4,"85 - 89",590,440
"102",5150,1950,4,"90 - 94",0,0
"103",5150,1950,4,"95+",0,0
"104",5150,1950,4,"UNK",0,1
"105",5150,1950,5,"Total",12,26
"106",5150,1950,5,"0",3,6
"107",5150,1950,5,"1",1,2
"108",5150,1950,5,"2",0,0
"109",5150,1950,5,"3",0,1
"110",5150,1950,5,"4",0,0
"111",5150,1950,5,"5 - 9",0,0
"112",5150,1950,5,"10 - 14",0,0
"113",5150,1950,5,"15 - 19",0,1
"114",5150,1950,5,"20 - 24",0,0
"115",5150,1950,5,"25 - 29",0,1
"116",5150,1950,5,"30 - 34",0,0
"117",5150,1950,5,"35 - 39",0,0
"118",5150,1950,5,"40 - 44",0,0
"119",5150,1950,5,"45 - 49",0,1
"120",5150,1950,5,"50 - 54",0,0
"121",5150,1950,5,"55 - 59",2,1
"122",5150,1950,5,"60 - 64",0,4
"123",5150,1950,5,"65 - 69",1,4
"124",5150,1950,5,"70 - 74",1,2
"125",5150,1950,5,"75 - 79",2,2
"126",5150,1950,5,"80 - 84",1,0
"127",5150,1950,5,"85 - 89",1,1
"128",5150,1950,5,"90 - 94",0,0
"129",5150,1950,5,"95+",0,0
"130",5150,1950,5,"UNK",0,0
"131",5150,1950,6,"Total",25,31
"132",5150,1950,6,"0",0,0
"133",5150,1950,6,"1",0,0
"134",5150,1950,6,"2",0,0
"135",5150,1950,6,"3",0,0
"136",5150,1950,6,"4",0,0
"137",5150,1950,6,"5 - 9",0,0
"138",5150,1950,6,"10 - 14",0,0
"139",5150,1950,6,"15 - 19",0,1
"140",5150,1950,6,"20 - 24",0,0
"141",5150,1950,6,"25 - 29",1,0
"142",5150,1950,6,"30 - 34",0,1
"143",5150,1950,6,"35 - 39",0,2
"144",5150,1950,6,"40 - 44",1,3
"145",5150,1950,6,"45 - 49",0,2
"146",5150,1950,6,"50 - 54",5,2
"147",5150,1950,6,"55 - 59",3,2
"148",5150,1950,6,"60 - 64",0,5
"149",5150,1950,6,"65 - 69",1,5
"150",5150,1950,6,"70 - 74",3,4
"151",5150,1950,6,"75 - 79",3,2
"152",5150,1950,6,"80 - 84",6,2
"153",5150,1950,6,"85 - 89",2,0
"154",5150,1950,6,"90 - 94",0,0
"155",5150,1950,6,"95+",0,0
"156",5150,1950,6,"UNK",0,0
"157",5150,1950,7,"Total",130,171
"158",5150,1950,7,"0",11,16
"159",5150,1950,7,"1",6,4
"160",5150,1950,7,"2",1,4
"161",5150,1950,7,"3",2,2
"162",5150,1950,7,"4",2,3
"163",5150,1950,7,"5 - 9",4,5
"164",5150,1950,7,"10 - 14",5,3
"165",5150,1950,7,"15 - 19",4,5
"166",5150,1950,7,"20 - 24",5,4
"167",5150,1950,7,"25 - 29",5,2
"168",5150,1950,7,"30 - 34",8,4
"169",5150,1950,7,"35 - 39",5,7
"170",5150,1950,7,"40 - 44",6,4
"171",5150,1950,7,"45 - 49",4,9
"172",5150,1950,7,"50 - 54",2,11
"173",5150,1950,7,"55 - 59",5,6
"174",5150,1950,7,"60 - 64",4,17
"175",5150,1950,7,"65 - 69",15,13
"176",5150,1950,7,"70 - 74",8,25
"177",5150,1950,7,"75 - 79",14,12
"178",5150,1950,7,"80 - 84",10,8
"179",5150,1950,7,"85 - 89",4,7
"180",5150,1950,7,"90 - 94",0,0
"181",5150,1950,7,"95+",0,0
"182",5150,1950,7,"UNK",0,0
"183",5150,1950,8,"Total",186,94
"184",5150,1950,8,"0",0,0
"185",5150,1950,8,"1",0,2
"186",5150,1950,8,"2",0,0
"187",5150,1950,8,"3",0,0
"188",5150,1950,8,"4",0,0
"189",5150,1950,8,"5 - 9",1,0
"190",5150,1950,8,"10 - 14",0,1
"191",5150,1950,8,"15 - 19",0,0
"192",5150,1950,8,"20 - 24",1,0
"193",5150,1950,8,"25 - 29",2,1
"194",5150,1950,8,"30 - 34",2,1
"195",5150,1950,8,"35 - 39",2,1
"196",5150,1950,8,"40 - 44",1,3
"197",5150,1950,8,"45 - 49",6,1
"198",5150,1950,8,"50 - 54",13,6
"199",5150,1950,8,"55 - 59",14,6
"200",5150,1950,8,"60 - 64",25,9
"201",5150,1950,8,"65 - 69",28,17
"202",5150,1950,8,"70 - 74",44,12
"203",5150,1950,8,"75 - 79",25,20
"204",5150,1950,8,"80 - 84",18,11
"205",5150,1950,8,"85 - 89",4,3
"206",5150,1950,8,"90 - 94",0,0
"207",5150,1950,8,"95+",0,0
"208",5150,1950,8,"UNK",0,0
"209",5150,1950,9,"Total",286,377
"210",5150,1950,9,"0",24,40
"211",5150,1950,9,"1",9,13
"212",5150,1950,9,"2",6,1
"213",5150,1950,9,"3",1,1
"214",5150,1950,9,"4",1,4
"215",5150,1950,9,"5 - 9",3,6
"216",5150,1950,9,"10 - 14",1,2
"217",5150,1950,9,"15 - 19",3,2
"218",5150,1950,9,"20 - 24",4,2
"219",5150,1950,9,"25 - 29",5,2
"220",5150,1950,9,"30 - 34",9,9
"221",5150,1950,9,"35 - 39",7,12
"222",5150,1950,9,"40 - 44",7,12
"223",5150,1950,9,"45 - 49",11,16
"224",5150,1950,9,"50 - 54",12,17
"225",5150,1950,9,"55 - 59",12,29
"226",5150,1950,9,"60 - 64",36,29
"227",5150,1950,9,"65 - 69",28,50
"228",5150,1950,9,"70 - 74",36,50
"229",5150,1950,9,"75 - 79",31,34
"230",5150,1950,9,"80 - 84",25,35
"231",5150,1950,9,"85 - 89",15,11
"232",5150,1950,9,"90 - 94",0,0
"233",5150,1950,9,"95+",0,0
"234",5150,1950,9,"UNK",0,0
"235",5150,1950,10,"Total",169,314
"236",5150,1950,10,"0",3,3
"237",5150,1950,10,"1",0,0
"238",5150,1950,10,"2",0,1
"239",5150,1950,10,"3",0,0
"240",5150,1950,10,"4",0,1
"241",5150,1950,10,"5 - 9",1,2
"242",5150,1950,10,"10 - 14",1,0
"243",5150,1950,10,"15 - 19",1,3
"244",5150,1950,10,"20 - 24",5,2
"245",5150,1950,10,"25 - 29",3,0
"246",5150,1950,10,"30 - 34",3,4
"247",5150,1950,10,"35 - 39",4,4
"248",5150,1950,10,"40 - 44",6,5
"249",5150,1950,10,"45 - 49",15,9
"250",5150,1950,10,"50 - 54",10,7
"251",5150,1950,10,"55 - 59",14,15
"252",5150,1950,10,"60 - 64",21,27
"253",5150,1950,10,"65 - 69",15,39
"254",5150,1950,10,"70 - 74",26,48
"255",5150,1950,10,"75 - 79",9,64
"256",5150,1950,10,"80 - 84",17,41
"257",5150,1950,10,"85 - 89",15,39
"258",5150,1950,10,"90 - 94",0,0
"259",5150,1950,10,"95+",0,0
"260",5150,1950,10,"UNK",0,0
"261",5150,1950,11,"Total",290,355
"262",5150,1950,11,"0",240,297
"263",5150,1950,11,"1",6,3
"264",5150,1950,11,"2",8,4
"265",5150,1950,11,"3",4,3
"266",5150,1950,11,"4",0,4
"267",5150,1950,11,"5 - 9",7,9
"268",5150,1950,11,"10 - 14",2,7
"269",5150,1950,11,"15 - 19",1,5
"270",5150,1950,11,"20 - 24",4,2
"271",5150,1950,11,"25 - 29",2,1
"272",5150,1950,11,"30 - 34",1,0
"273",5150,1950,11,"35 - 39",2,2
"274",5150,1950,11,"40 - 44",2,6
"275",5150,1950,11,"45 - 49",4,2
"276",5150,1950,11,"50 - 54",2,3
"277",5150,1950,11,"55 - 59",1,2
"278",5150,1950,11,"60 - 64",2,2
"279",5150,1950,11,"65 - 69",2,2
"280",5150,1950,11,"70 - 74",0,1
"281",5150,1950,11,"75 - 79",0,0
"282",5150,1950,11,"80 - 84",0,0
"283",5150,1950,11,"85 - 89",0,0
"284",5150,1950,11,"90 - 94",0,0
"285",5150,1950,11,"95+",0,0
"286",5150,1950,11,"UNK",0,0
"287",5150,1950,12,"Total",436,615
"288",5150,1950,12,"0",84,89
"289",5150,1950,12,"1",22,25
"290",5150,1950,12,"2",4,4
"291",5150,1950,12,"3",3,6
"292",5150,1950,12,"4",1,3
"293",5150,1950,12,"5 - 9",6,5
"294",5150,1950,12,"10 - 14",1,3
"295",5150,1950,12,"15 - 19",2,3
"296",5150,1950,12,"20 - 24",2,2
"297",5150,1950,12,"25 - 29",2,2
"298",5150,1950,12,"30 - 34",2,1
"299",5150,1950,12,"35 - 39",4,7
"300",5150,1950,12,"40 - 44",6,6
"301",5150,1950,12,"45 - 49",10,14
"302",5150,1950,12,"50 - 54",11,13
"303",5150,1950,12,"55 - 59",11,24
"304",5150,1950,12,"60 - 64",9,41
"305",5150,1950,12,"65 - 69",29,61
"306",5150,1950,12,"70 - 74",37,86
"307",5150,1950,12,"75 - 79",46,75
"308",5150,1950,12,"80 - 84",52,72
"309",5150,1950,12,"85 - 89",91,72
"310",5150,1950,12,"90 - 94",0,0
"311",5150,1950,12,"95+",0,0
"312",5150,1950,12,"UNK",1,1
"313",5150,1950,13,"Total",275,733
"314",5150,1950,13,"0",18,22
"315",5150,1950,13,"1",9,14
"316",5150,1950,13,"2",2,13
"317",5150,1950,13,"3",5,10
"318",5150,1950,13,"4",1,1
"319",5150,1950,13,"5 - 9",7,20
"320",5150,1950,13,"10 - 14",4,14
"321",5150,1950,13,"15 - 19",9,62
"322",5150,1950,13,"20 - 24",6,80
"323",5150,1950,13,"25 - 29",5,54
"324",5150,1950,13,"30 - 34",9,48
"325",5150,1950,13,"35 - 39",14,51
"326",5150,1950,13,"40 - 44",9,39
"327",5150,1950,13,"45 - 49",13,39
"328",5150,1950,13,"50 - 54",9,27
"329",5150,1950,13,"55 - 59",14,48
"330",5150,1950,13,"60 - 64",17,35
"331",5150,1950,13,"65 - 69",19,46
"332",5150,1950,13,"70 - 74",19,45
"333",5150,1950,13,"75 - 79",21,28
"334",5150,1950,13,"80 - 84",35,20
"335",5150,1950,13,"85 - 89",30,17
"336",5150,1950,13,"90 - 94",0,0
"337",5150,1950,13,"95+",0,0
"338",5150,1950,13,"UNK",0,0
"339",5150,1951,1,"Total",8458,10378
"340",5150,1951,1,"0",556,818
"341",5150,1951,1,"1",83,80
"342",5150,1951,1,"2",19,49
"343",5150,1951,1,"3",31,29
"344",5150,1951,1,"4",14,21
"345",5150,1951,1,"5 - 9",54,79
"346",5150,1951,1,"10 - 14",36,50
"347",5150,1951,1,"15 - 19",52,106
"348",5150,1951,1,"20 - 24",67,148
"349",5150,1951,1,"25 - 29",87,139
"350",5150,1951,1,"30 - 34",98,138
"351",5150,1951,1,"35 - 39",124,184
"352",5150,1951,1,"40 - 44",176,240
"353",5150,1951,1,"45 - 49",246,347
"354",5150,1951,1,"50 - 54",348,455
"355",5150,1951,1,"55 - 59",476,638
"356",5150,1951,1,"60 - 64",688,962
"357",5150,1951,1,"65 - 69",892,1332
"358",5150,1951,1,"70 - 74",1204,1524
"359",5150,1951,1,"75 - 79",1233,1329
"360",5150,1951,1,"80 - 84",1015,1002
"361",5150,1951,1,"85 - 89",959,708
"362",5150,1951,1,"90 - 94",0,0
"363",5150,1951,1,"95+",0,0
"364",5150,1951,1,"UNK",0,0
"365",5150,1951,2,"Total",396,563
"366",5150,1951,2,"0",53,80
"367",5150,1951,2,"1",17,15
"368",5150,1951,2,"2",5,13
"369",5150,1951,2,"3",7,7
"370",5150,1951,2,"4",5,6
"371",5150,1951,2,"5 - 9",17,11
"372",5150,1951,2,"10 - 14",9,7
"373",5150,1951,2,"15 - 19",15,13
"374",5150,1951,2,"20 - 24",25,21
"375",5150,1951,2,"25 - 29",29,22
"376",5150,1951,2,"30 - 34",23,26
"377",5150,1951,2,"35 - 39",18,29
"378",5150,1951,2,"40 - 44",24,28
"379",5150,1951,2,"45 - 49",17,30
"380",5150,1951,2,"50 - 54",23,32
"381",5150,1951,2,"55 - 59",17,43
"382",5150,1951,2,"60 - 64",23,49
"383",5150,1951,2,"65 - 69",18,51
"384",5150,1951,2,"70 - 74",22,36
"385",5150,1951,2,"75 - 79",18,28
"386",5150,1951,2,"80 - 84",6,12
"387",5150,1951,2,"85 - 89",5,4
"388",5150,1951,2,"90 - 94",0,0
"389",5150,1951,2,"95+",0,0
"390",5150,1951,2,"UNK",0,0
"391",5150,1951,3,"Total",1421,1530
"392",5150,1951,3,"0",3,0
"393",5150,1951,3,"1",5,0
"394",5150,1951,3,"2",0,1
"395",5150,1951,3,"3",3,3
"396",5150,1951,3,"4",3,2
"397",5150,1951,3,"5 - 9",6,9
"398",5150,1951,3,"10 - 14",6,5
"399",5150,1951,3,"15 - 19",4,9
"400",5150,1951,3,"20 - 24",10,6
"401",5150,1951,3,"25 - 29",10,15
"402",5150,1951,3,"30 - 34",21,14
"403",5150,1951,3,"35 - 39",29,20
"404",5150,1951,3,"40 - 44",46,28
"405",5150,1951,3,"45 - 49",85,61
"406",5150,1951,3,"50 - 54",125,81
"407",5150,1951,3,"55 - 59",159,147
"408",5150,1951,3,"60 - 64",157,179
"409",5150,1951,3,"65 - 69",191,269
"410",5150,1951,3,"70 - 74",207,296
"411",5150,1951,3,"75 - 79",175,220
"412",5150,1951,3,"80 - 84",111,111
"413",5150,1951,3,"85 - 89",65,54
"414",5150,1951,3,"90 - 94",0,0
"415",5150,1951,3,"95+",0,0
"416",5150,1951,3,"UNK",0,0
"417",5150,1951,4,"Total",4378,4954
"418",5150,1951,4,"0",5,1
"419",5150,1951,4,"1",1,3
"420",5150,1951,4,"2",0,0
"421",5150,1951,4,"3",1,3
"422",5150,1951,4,"4",0,0
"423",5150,1951,4,"5 - 9",8,7
"424",5150,1951,4,"10 - 14",9,5
"425",5150,1951,4,"15 - 19",6,8
"426",5150,1951,4,"20 - 24",6,3
"427",5150,1951,4,"25 - 29",17,14
"428",5150,1951,4,"30 - 34",20,18
"429",5150,1951,4,"35 - 39",28,48
"430",5150,1951,4,"40 - 44",49,82
"431",5150,1951,4,"45 - 49",87,151
"432",5150,1951,4,"50 - 54",139,214
"433",5150,1951,4,"55 - 59",206,317
"434",5150,1951,4,"60 - 64",384,544
"435",5150,1951,4,"65 - 69",518,748
"436",5150,1951,4,"70 - 74",735,882
"437",5150,1951,4,"75 - 79",808,794
"438",5150,1951,4,"80 - 84",687,647
"439",5150,1951,4,"85 - 89",664,465
"440",5150,1951,4,"90 - 94",0,0
"441",5150,1951,4,"95+",0,0
"442",5150,1951,4,"UNK",0,0
"443",5150,1951,5,"Total",28,54
"444",5150,1951,5,"0",1,2
"445",5150,1951,5,"1",3,0
"446",5150,1951,5,"2",0,0
"447",5150,1951,5,"3",0,0
"448",5150,1951,5,"4",1,0
"449",5150,1951,5,"5 - 9",0,1
"450",5150,1951,5,"10 - 14",0,0
"451",5150,1951,5,"15 - 19",0,2
"452",5150,1951,5,"20 - 24",0,0
"453",5150,1951,5,"25 - 29",0,0
"454",5150,1951,5,"30 - 34",0,0
"455",5150,1951,5,"35 - 39",1,0
"456",5150,1951,5,"40 - 44",0,1
"457",5150,1951,5,"45 - 49",3,0
"458",5150,1951,5,"50 - 54",2,3
"459",5150,1951,5,"55 - 59",3,2
"460",5150,1951,5,"60 - 64",2,4
"461",5150,1951,5,"65 - 69",0,8
"462",5150,1951,5,"70 - 74",4,10
"463",5150,1951,5,"75 - 79",3,10
"464",5150,1951,5,"80 - 84",3,7
"465",5150,1951,5,"85 - 89",2,4
"466",5150,1951,5,"90 - 94",0,0
"467",5150,1951,5,"95+",0,0
"468",5150,1951,5,"UNK",0,0
"469",5150,1951,6,"Total",56,45
"470",5150,1951,6,"0",0,0
"471",5150,1951,6,"1",0,0
"472",5150,1951,6,"2",0,0
"473",5150,1951,6,"3",0,0
"474",5150,1951,6,"4",0,0
"475",5150,1951,6,"5 - 9",0,0
"476",5150,1951,6,"10 - 14",0,0
"477",5150,1951,6,"15 - 19",1,1
"478",5150,1951,6,"20 - 24",0,0
"479",5150,1951,6,"25 - 29",0,1
"480",5150,1951,6,"30 - 34",0,1
"481",5150,1951,6,"35 - 39",2,1
"482",5150,1951,6,"40 - 44",2,3
"483",5150,1951,6,"45 - 49",3,6
"484",5150,1951,6,"50 - 54",0,3
"485",5150,1951,6,"55 - 59",2,2
"486",5150,1951,6,"60 - 64",4,2
"487",5150,1951,6,"65 - 69",9,8
"488",5150,1951,6,"70 - 74",11,4
"489",5150,1951,6,"75 - 79",11,5
"490",5150,1951,6,"80 - 84",7,4
"491",5150,1951,6,"85 - 89",4,4
"492",5150,1951,6,"90 - 94",0,0
"493",5150,1951,6,"95+",0,0
"494",5150,1951,6,"UNK",0,0
"495",5150,1951,7,"Total",131,159
"496",5150,1951,7,"0",11,13
"497",5150,1951,7,"1",7,3
"498",5150,1951,7,"2",0,6
"499",5150,1951,7,"3",2,0
"500",5150,1951,7,"4",0,1
"501",5150,1951,7,"5 - 9",1,6
"502",5150,1951,7,"10 - 14",0,5
"503",5150,1951,7,"15 - 19",4,2
"504",5150,1951,7,"20 - 24",2,3
"505",5150,1951,7,"25 - 29",3,8
"506",5150,1951,7,"30 - 34",2,3
"507",5150,1951,7,"35 - 39",2,6
"508",5150,1951,7,"40 - 44",4,13
"509",5150,1951,7,"45 - 49",10,5
"510",5150,1951,7,"50 - 54",3,10
"511",5150,1951,7,"55 - 59",3,3
"512",5150,1951,7,"60 - 64",11,14
"513",5150,1951,7,"65 - 69",13,18
"514",5150,1951,7,"70 - 74",22,14
"515",5150,1951,7,"75 - 79",14,16
"516",5150,1951,7,"80 - 84",12,8
"517",5150,1951,7,"85 - 89",5,2
"518",5150,1951,7,"90 - 94",0,0
"519",5150,1951,7,"95+",0,0
"520",5150,1951,7,"UNK",0,0
"521",5150,1951,8,"Total",215,92
"522",5150,1951,8,"0",0,0
"523",5150,1951,8,"1",2,1
"524",5150,1951,8,"2",0,0
"525",5150,1951,8,"3",0,0
"526",5150,1951,8,"4",0,0
"527",5150,1951,8,"5 - 9",0,0
"528",5150,1951,8,"10 - 14",0,1
"529",5150,1951,8,"15 - 19",1,0
"530",5150,1951,8,"20 - 24",2,0
"531",5150,1951,8,"25 - 29",1,1
"532",5150,1951,8,"30 - 34",1,1
"533",5150,1951,8,"35 - 39",2,0
"534",5150,1951,8,"40 - 44",1,3
"535",5150,1951,8,"45 - 49",5,2
"536",5150,1951,8,"50 - 54",8,5
"537",5150,1951,8,"55 - 59",23,4
"538",5150,1951,8,"60 - 64",29,10
"539",5150,1951,8,"65 - 69",26,13
"540",5150,1951,8,"70 - 74",51,19
"541",5150,1951,8,"75 - 79",32,18
"542",5150,1951,8,"80 - 84",21,9
"543",5150,1951,8,"85 - 89",10,5
"544",5150,1951,8,"90 - 94",0,0
"545",5150,1951,8,"95+",0,0
"546",5150,1951,8,"UNK",0,0
"547",5150,1951,9,"Total",309,385
"548",5150,1951,9,"0",39,50
"549",5150,1951,9,"1",6,7
"550",5150,1951,9,"2",0,5
"551",5150,1951,9,"3",4,2
"552",5150,1951,9,"4",0,2
"553",5150,1951,9,"5 - 9",3,1
"554",5150,1951,9,"10 - 14",3,2
"555",5150,1951,9,"15 - 19",3,0
"556",5150,1951,9,"20 - 24",4,6
"557",5150,1951,9,"25 - 29",4,4
"558",5150,1951,9,"30 - 34",3,3
"559",5150,1951,9,"35 - 39",6,7
"560",5150,1951,9,"40 - 44",10,12
"561",5150,1951,9,"45 - 49",15,13
"562",5150,1951,9,"50 - 54",16,28
"563",5150,1951,9,"55 - 59",23,25
"564",5150,1951,9,"60 - 64",22,40
"565",5150,1951,9,"65 - 69",33,39
"566",5150,1951,9,"70 - 74",44,58
"567",5150,1951,9,"75 - 79",37,45
"568",5150,1951,9,"80 - 84",20,22
"569",5150,1951,9,"85 - 89",14,14
"570",5150,1951,9,"90 - 94",0,0
"571",5150,1951,9,"95+",0,0
"572",5150,1951,9,"UNK",0,0
"573",5150,1951,10,"Total",160,302
"574",5150,1951,10,"0",1,1
"575",5150,1951,10,"1",1,2
"576",5150,1951,10,"2",1,0
"577",5150,1951,10,"3",1,0
"578",5150,1951,10,"4",0,0
"579",5150,1951,10,"5 - 9",1,3
"580",5150,1951,10,"10 - 14",1,4
"581",5150,1951,10,"15 - 19",3,2
"582",5150,1951,10,"20 - 24",1,4
"583",5150,1951,10,"25 - 29",5,3
"584",5150,1951,10,"30 - 34",4,4
"585",5150,1951,10,"35 - 39",2,9
"586",5150,1951,10,"40 - 44",11,8
"587",5150,1951,10,"45 - 49",8,8
"588",5150,1951,10,"50 - 54",10,10
"589",5150,1951,10,"55 - 59",12,8
"590",5150,1951,10,"60 - 64",17,24
"591",5150,1951,10,"65 - 69",19,31
"592",5150,1951,10,"70 - 74",18,50
"593",5150,1951,10,"75 - 79",20,50
"594",5150,1951,10,"80 - 84",13,49
"595",5150,1951,10,"85 - 89",11,32
"596",5150,1951,10,"90 - 94",0,0
"597",5150,1951,10,"95+",0,0
"598",5150,1951,10,"UNK",0,0
"599",5150,1951,11,"Total",221,362
"600",5150,1951,11,"0",197,330
"601",5150,1951,11,"1",9,3
"602",5150,1951,11,"2",1,2
"603",5150,1951,11,"3",1,3
"604",5150,1951,11,"4",0,1
"605",5150,1951,11,"5 - 9",0,7
"606",5150,1951,11,"10 - 14",3,2
"607",5150,1951,11,"15 - 19",2,4
"608",5150,1951,11,"20 - 24",0,2
"609",5150,1951,11,"25 - 29",0,1
"610",5150,1951,11,"30 - 34",0,3
"611",5150,1951,11,"35 - 39",1,1
"612",5150,1951,11,"40 - 44",3,1
"613",5150,1951,11,"45 - 49",2,1
"614",5150,1951,11,"50 - 54",0,0
"615",5150,1951,11,"55 - 59",1,1
"616",5150,1951,11,"60 - 64",0,0
"617",5150,1951,11,"65 - 69",0,0
"618",5150,1951,11,"70 - 74",0,0
"619",5150,1951,11,"75 - 79",1,0
"620",5150,1951,11,"80 - 84",0,0
"621",5150,1951,11,"85 - 89",0,0
"622",5150,1951,11,"90 - 94",0,0
"623",5150,1951,11,"95+",0,0
"624",5150,1951,11,"UNK",0,0
"625",5150,1951,12,"Total",463,680
"626",5150,1951,12,"0",105,124
"627",5150,1951,12,"1",18,20
"628",5150,1951,12,"2",4,6
"629",5150,1951,12,"3",5,1
"630",5150,1951,12,"4",2,2
"631",5150,1951,12,"5 - 9",5,2
"632",5150,1951,12,"10 - 14",2,2
"633",5150,1951,12,"15 - 19",1,1
"634",5150,1951,12,"20 - 24",1,3
"635",5150,1951,12,"25 - 29",3,1
"636",5150,1951,12,"30 - 34",6,5
"637",5150,1951,12,"35 - 39",7,6
"638",5150,1951,12,"40 - 44",6,12
"639",5150,1951,12,"45 - 49",8,12
"640",5150,1951,12,"50 - 54",7,16
"641",5150,1951,12,"55 - 59",6,22
"642",5150,1951,12,"60 - 64",16,50
"643",5150,1951,12,"65 - 69",23,76
"644",5150,1951,12,"70 - 74",40,85
"645",5150,1951,12,"75 - 79",54,87
"646",5150,1951,12,"80 - 84",67,66
"647",5150,1951,12,"85 - 89",77,81
"648",5150,1951,12,"90 - 94",0,0
"649",5150,1951,12,"95+",0,0
"650",5150,1951,12,"UNK",0,0
"651",5150,1951,13,"Total",287,832
"652",5150,1951,13,"0",16,29
"653",5150,1951,13,"1",16,27
"654",5150,1951,13,"2",7,20
"655",5150,1951,13,"3",7,9
"656",5150,1951,13,"4",3,8
"657",5150,1951,13,"5 - 9",11,25
"658",5150,1951,13,"10 - 14",3,13
"659",5150,1951,13,"15 - 19",13,64
"660",5150,1951,13,"20 - 24",10,97
"661",5150,1951,13,"25 - 29",6,68
"662",5150,1951,13,"30 - 34",8,59
"663",5150,1951,13,"35 - 39",9,52
"664",5150,1951,13,"40 - 44",10,46
"665",5150,1951,13,"45 - 49",5,54
"666",5150,1951,13,"50 - 54",12,41
