"","X","Year","Cause","Age","Female","Male"
"80",4210,1950,4,"0",10,11
"81",4210,1950,4,"1",5,3
"82",4210,1950,4,"2",2,4
"83",4210,1950,4,"3",3,2
"84",4210,1950,4,"4",3,3
"85",4210,1950,4,"5 - 9",18,15
"86",4210,1950,4,"10 - 14",13,12
"87",4210,1950,4,"15 - 19",10,25
"88",4210,1950,4,"20 - 24",26,27
"89",4210,1950,4,"25 - 29",31,51
"90",4210,1950,4,"30 - 34",43,45
"91",4210,1950,4,"35 - 39",58,63
"92",4210,1950,4,"40 - 44",89,133
"93",4210,1950,4,"45 - 49",192,262
"94",4210,1950,4,"50 - 54",337,497
"95",4210,1950,4,"55 - 59",549,726
"96",4210,1950,4,"60 - 64",999,1157
"97",4210,1950,4,"65 - 69",1793,1789
"98",4210,1950,4,"70 - 74",2738,2393
"99",4210,1950,4,"75 - 79",3216,2692
"100",4210,1950,4,"80 - 84",2612,2260
"101",4210,1950,4,"85 - 89",1967,1535
"102",4210,1950,4,"90 - 94",0,0
"103",4210,1950,4,"95+",0,0
"104",4210,1950,4,"UNK",0,0
"105",4210,1950,5,"Total",969,1821
"106",4210,1950,5,"0",179,273
"107",4210,1950,5,"1",17,39
"108",4210,1950,5,"2",12,12
"109",4210,1950,5,"3",10,8
"110",4210,1950,5,"4",6,6
"111",4210,1950,5,"5 - 9",3,8
"112",4210,1950,5,"10 - 14",6,11
"113",4210,1950,5,"15 - 19",0,23
"114",4210,1950,5,"20 - 24",7,111
"115",4210,1950,5,"25 - 29",8,52
"116",4210,1950,5,"30 - 34",22,31
"117",4210,1950,5,"35 - 39",12,42
"118",4210,1950,5,"40 - 44",19,45
"119",4210,1950,5,"45 - 49",26,81
"120",4210,1950,5,"50 - 54",38,114
"121",4210,1950,5,"55 - 59",47,125
"122",4210,1950,5,"60 - 64",88,150
"123",4210,1950,5,"65 - 69",107,200
"124",4210,1950,5,"70 - 74",87,195
"125",4210,1950,5,"75 - 79",124,155
"126",4210,1950,5,"80 - 84",85,90
"127",4210,1950,5,"85 - 89",66,50
"128",4210,1950,5,"90 - 94",0,0
"129",4210,1950,5,"95+",0,0
"130",4210,1950,5,"UNK",0,0
"131",4210,1950,6,"Total",616,550
"132",4210,1950,6,"0",1,0
"133",4210,1950,6,"1",0,0
"134",4210,1950,6,"2",0,0
"135",4210,1950,6,"3",0,0
"136",4210,1950,6,"4",0,0
"137",4210,1950,6,"5 - 9",0,0
"138",4210,1950,6,"10 - 14",0,0
"139",4210,1950,6,"15 - 19",0,0
"140",4210,1950,6,"20 - 24",2,1
"141",4210,1950,6,"25 - 29",1,4
"142",4210,1950,6,"30 - 34",2,2
"143",4210,1950,6,"35 - 39",6,6
"144",4210,1950,6,"40 - 44",3,6
"145",4210,1950,6,"45 - 49",7,11
"146",4210,1950,6,"50 - 54",7,10
"147",4210,1950,6,"55 - 59",12,10
"148",4210,1950,6,"60 - 64",19,10
"149",4210,1950,6,"65 - 69",32,43
"150",4210,1950,6,"70 - 74",79,76
"151",4210,1950,6,"75 - 79",123,116
"152",4210,1950,6,"80 - 84",159,130
"153",4210,1950,6,"85 - 89",163,125
"154",4210,1950,6,"90 - 94",0,0
"155",4210,1950,6,"95+",0,0
"156",4210,1950,6,"UNK",0,0
"157",4210,1950,7,"Total",625,644
"158",4210,1950,7,"0",48,61
"159",4210,1950,7,"1",22,29
"160",4210,1950,7,"2",11,15
"161",4210,1950,7,"3",7,4
"162",4210,1950,7,"4",2,6
"163",4210,1950,7,"5 - 9",13,19
"164",4210,1950,7,"10 - 14",10,10
"165",4210,1950,7,"15 - 19",13,18
"166",4210,1950,7,"20 - 24",16,21
"167",4210,1950,7,"25 - 29",15,21
"168",4210,1950,7,"30 - 34",20,24
"169",4210,1950,7,"35 - 39",24,24
"170",4210,1950,7,"40 - 44",33,24
"171",4210,1950,7,"45 - 49",32,30
"172",4210,1950,7,"50 - 54",34,42
"173",4210,1950,7,"55 - 59",33,50
"174",4210,1950,7,"60 - 64",55,62
"175",4210,1950,7,"65 - 69",77,51
"176",4210,1950,7,"70 - 74",66,54
"177",4210,1950,7,"75 - 79",56,50
"178",4210,1950,7,"80 - 84",29,18
"179",4210,1950,7,"85 - 89",9,11
"180",4210,1950,7,"90 - 94",0,0
"181",4210,1950,7,"95+",0,0
"182",4210,1950,7,"UNK",0,0
"183",4210,1950,8,"Total",683,296
"184",4210,1950,8,"0",4,1
"185",4210,1950,8,"1",2,0
"186",4210,1950,8,"2",2,1
"187",4210,1950,8,"3",0,0
"188",4210,1950,8,"4",0,1
"189",4210,1950,8,"5 - 9",0,1
"190",4210,1950,8,"10 - 14",1,3
"191",4210,1950,8,"15 - 19",1,3
"192",4210,1950,8,"20 - 24",4,3
"193",4210,1950,8,"25 - 29",1,0
"194",4210,1950,8,"30 - 34",7,4
"195",4210,1950,8,"35 - 39",4,5
"196",4210,1950,8,"40 - 44",8,4
"197",4210,1950,8,"45 - 49",19,7
"198",4210,1950,8,"50 - 54",21,9
"199",4210,1950,8,"55 - 59",48,23
"200",4210,1950,8,"60 - 64",67,25
"201",4210,1950,8,"65 - 69",94,36
"202",4210,1950,8,"70 - 74",138,65
"203",4210,1950,8,"75 - 79",127,51
"204",4210,1950,8,"80 - 84",73,39
"205",4210,1950,8,"85 - 89",62,15
"206",4210,1950,8,"90 - 94",0,0
"207",4210,1950,8,"95+",0,0
"208",4210,1950,8,"UNK",0,0
"209",4210,1950,9,"Total",1393,1529
"210",4210,1950,9,"0",61,93
"211",4210,1950,9,"1",15,22
"212",4210,1950,9,"2",7,15
"213",4210,1950,9,"3",5,4
"214",4210,1950,9,"4",2,10
"215",4210,1950,9,"5 - 9",6,18
"216",4210,1950,9,"10 - 14",7,23
"217",4210,1950,9,"15 - 19",15,28
"218",4210,1950,9,"20 - 24",20,17
"219",4210,1950,9,"25 - 29",24,28
"220",4210,1950,9,"30 - 34",17,19
"221",4210,1950,9,"35 - 39",21,66
"222",4210,1950,9,"40 - 44",38,62
"223",4210,1950,9,"45 - 49",63,93
"224",4210,1950,9,"50 - 54",82,115
"225",4210,1950,9,"55 - 59",101,121
"226",4210,1950,9,"60 - 64",158,149
"227",4210,1950,9,"65 - 69",179,183
"228",4210,1950,9,"70 - 74",204,156
"229",4210,1950,9,"75 - 79",173,147
"230",4210,1950,9,"80 - 84",126,116
"231",4210,1950,9,"85 - 89",69,44
"232",4210,1950,9,"90 - 94",0,0
"233",4210,1950,9,"95+",0,0
"234",4210,1950,9,"UNK",0,0
"235",4210,1950,10,"Total",1093,1699
"236",4210,1950,10,"0",6,9
"237",4210,1950,10,"1",0,0
"238",4210,1950,10,"2",1,3
"239",4210,1950,10,"3",1,1
"240",4210,1950,10,"4",0,2
"241",4210,1950,10,"5 - 9",1,6
"242",4210,1950,10,"10 - 14",2,3
"243",4210,1950,10,"15 - 19",18,13
"244",4210,1950,10,"20 - 24",16,14
"245",4210,1950,10,"25 - 29",21,14
"246",4210,1950,10,"30 - 34",20,18
"247",4210,1950,10,"35 - 39",30,20
"248",4210,1950,10,"40 - 44",36,33
"249",4210,1950,10,"45 - 49",67,35
"250",4210,1950,10,"50 - 54",67,61
"251",4210,1950,10,"55 - 59",80,79
"252",4210,1950,10,"60 - 64",115,125
"253",4210,1950,10,"65 - 69",155,188
"254",4210,1950,10,"70 - 74",167,298
"255",4210,1950,10,"75 - 79",157,318
"256",4210,1950,10,"80 - 84",80,264
"257",4210,1950,10,"85 - 89",53,195
"258",4210,1950,10,"90 - 94",0,0
"259",4210,1950,10,"95+",0,0
"260",4210,1950,10,"UNK",0,0
"261",4210,1950,11,"Total",1146,1514
"262",4210,1950,11,"0",1007,1365
"263",4210,1950,11,"1",30,30
"264",4210,1950,11,"2",9,11
"265",4210,1950,11,"3",11,11
"266",4210,1950,11,"4",2,8
"267",4210,1950,11,"5 - 9",9,18
"268",4210,1950,11,"10 - 14",13,8
"269",4210,1950,11,"15 - 19",8,16
"270",4210,1950,11,"20 - 24",4,7
"271",4210,1950,11,"25 - 29",5,5
"272",4210,1950,11,"30 - 34",4,5
"273",4210,1950,11,"35 - 39",3,7
"274",4210,1950,11,"40 - 44",5,6
"275",4210,1950,11,"45 - 49",14,5
"276",4210,1950,11,"50 - 54",9,6
"277",4210,1950,11,"55 - 59",8,3
"278",4210,1950,11,"60 - 64",0,0
"279",4210,1950,11,"65 - 69",3,0
"280",4210,1950,11,"70 - 74",0,2
"281",4210,1950,11,"75 - 79",2,1
"282",4210,1950,11,"80 - 84",0,0
"283",4210,1950,11,"85 - 89",0,0
"284",4210,1950,11,"90 - 94",0,0
"285",4210,1950,11,"95+",0,0
"286",4210,1950,11,"UNK",0,0
"287",4210,1950,12,"Total",2245,2429
"288",4210,1950,12,"0",177,214
"289",4210,1950,12,"1",52,37
"290",4210,1950,12,"2",25,22
"291",4210,1950,12,"3",11,13
"292",4210,1950,12,"4",8,7
"293",4210,1950,12,"5 - 9",19,12
"294",4210,1950,12,"10 - 14",7,11
"295",4210,1950,12,"15 - 19",5,13
"296",4210,1950,12,"20 - 24",12,9
"297",4210,1950,12,"25 - 29",11,16
"298",4210,1950,12,"30 - 34",16,10
"299",4210,1950,12,"35 - 39",20,18
"300",4210,1950,12,"40 - 44",34,51
"301",4210,1950,12,"45 - 49",33,65
"302",4210,1950,12,"50 - 54",48,100
"303",4210,1950,12,"55 - 59",69,105
"304",4210,1950,12,"60 - 64",116,137
"305",4210,1950,12,"65 - 69",174,226
"306",4210,1950,12,"70 - 74",279,318
"307",4210,1950,12,"75 - 79",365,380
"308",4210,1950,12,"80 - 84",392,363
"309",4210,1950,12,"85 - 89",372,302
"310",4210,1950,12,"90 - 94",0,0
"311",4210,1950,12,"95+",0,0
"312",4210,1950,12,"UNK",0,0
"313",4210,1950,13,"Total",1099,2530
"314",4210,1950,13,"0",43,82
"315",4210,1950,13,"1",56,86
"316",4210,1950,13,"2",42,70
"317",4210,1950,13,"3",36,69
"318",4210,1950,13,"4",22,57
"319",4210,1950,13,"5 - 9",63,175
"320",4210,1950,13,"10 - 14",19,88
"321",4210,1950,13,"15 - 19",34,135
"322",4210,1950,13,"20 - 24",33,150
"323",4210,1950,13,"25 - 29",32,145
"324",4210,1950,13,"30 - 34",26,106
"325",4210,1950,13,"35 - 39",35,114
"326",4210,1950,13,"40 - 44",32,115
"327",4210,1950,13,"45 - 49",45,148
"328",4210,1950,13,"50 - 54",55,120
"329",4210,1950,13,"55 - 59",55,157
"330",4210,1950,13,"60 - 64",48,156
"331",4210,1950,13,"65 - 69",74,119
"332",4210,1950,13,"70 - 74",72,155
"333",4210,1950,13,"75 - 79",96,118
"334",4210,1950,13,"80 - 84",80,82
"335",4210,1950,13,"85 - 89",101,83
"336",4210,1950,13,"90 - 94",0,0
"337",4210,1950,13,"95+",0,0
"338",4210,1950,13,"UNK",0,0
"339",4210,1951,1,"Total",37124,40070
"340",4210,1951,1,"0",2423,3310
"341",4210,1951,1,"1",316,296
"342",4210,1951,1,"2",182,219
"343",4210,1951,1,"3",130,184
"344",4210,1951,1,"4",108,173
"345",4210,1951,1,"5 - 9",248,400
"346",4210,1951,1,"10 - 14",165,235
"347",4210,1951,1,"15 - 19",171,331
"348",4210,1951,1,"20 - 24",234,483
"349",4210,1951,1,"25 - 29",355,534
"350",4210,1951,1,"30 - 34",408,476
"351",4210,1951,1,"35 - 39",500,570
"352",4210,1951,1,"40 - 44",748,870
"353",4210,1951,1,"45 - 49",1000,1272
"354",4210,1951,1,"50 - 54",1407,1800
"355",4210,1951,1,"55 - 59",1974,2419
"356",4210,1951,1,"60 - 64",2677,3208
"357",4210,1951,1,"65 - 69",3917,4264
"358",4210,1951,1,"70 - 74",5133,5213
"359",4210,1951,1,"75 - 79",6006,5858
"360",4210,1951,1,"80 - 84",5024,4581
"361",4210,1951,1,"85 - 89",3998,3374
"362",4210,1951,1,"90 - 94",0,0
"363",4210,1951,1,"95+",0,0
"364",4210,1951,1,"UNK",0,0
"365",4210,1951,2,"Total",1530,1899
"366",4210,1951,2,"0",201,263
"367",4210,1951,2,"1",91,90
"368",4210,1951,2,"2",48,52
"369",4210,1951,2,"3",37,50
"370",4210,1951,2,"4",31,38
"371",4210,1951,2,"5 - 9",76,84
"372",4210,1951,2,"10 - 14",21,21
"373",4210,1951,2,"15 - 19",37,39
"374",4210,1951,2,"20 - 24",56,55
"375",4210,1951,2,"25 - 29",66,84
"376",4210,1951,2,"30 - 34",63,63
"377",4210,1951,2,"35 - 39",58,79
"378",4210,1951,2,"40 - 44",59,81
"379",4210,1951,2,"45 - 49",48,97
"380",4210,1951,2,"50 - 54",65,112
"381",4210,1951,2,"55 - 59",78,137
"382",4210,1951,2,"60 - 64",101,142
"383",4210,1951,2,"65 - 69",116,132
"384",4210,1951,2,"70 - 74",96,131
"385",4210,1951,2,"75 - 79",97,73
"386",4210,1951,2,"80 - 84",57,61
"387",4210,1951,2,"85 - 89",28,15
"388",4210,1951,2,"90 - 94",0,0
"389",4210,1951,2,"95+",0,0
"390",4210,1951,2,"UNK",0,0
"391",4210,1951,3,"Total",7842,7956
"392",4210,1951,3,"0",12,10
"393",4210,1951,3,"1",12,10
"394",4210,1951,3,"2",20,17
"395",4210,1951,3,"3",19,18
"396",4210,1951,3,"4",13,13
"397",4210,1951,3,"5 - 9",38,40
"398",4210,1951,3,"10 - 14",21,30
"399",4210,1951,3,"15 - 19",26,41
"400",4210,1951,3,"20 - 24",52,55
"401",4210,1951,3,"25 - 29",74,80
"402",4210,1951,3,"30 - 34",107,81
"403",4210,1951,3,"35 - 39",184,129
"404",4210,1951,3,"40 - 44",299,221
"405",4210,1951,3,"45 - 49",454,373
"406",4210,1951,3,"50 - 54",622,542
"407",4210,1951,3,"55 - 59",780,769
"408",4210,1951,3,"60 - 64",905,961
"409",4210,1951,3,"65 - 69",1092,1171
"410",4210,1951,3,"70 - 74",1116,1272
"411",4210,1951,3,"75 - 79",1006,1152
"412",4210,1951,3,"80 - 84",656,681
"413",4210,1951,3,"85 - 89",334,290
"414",4210,1951,3,"90 - 94",0,0
"415",4210,1951,3,"95+",0,0
"416",4210,1951,3,"UNK",0,0
"417",4210,1951,4,"Total",14883,14263
"418",4210,1951,4,"0",7,10
"419",4210,1951,4,"1",3,3
"420",4210,1951,4,"2",2,3
"421",4210,1951,4,"3",4,2
"422",4210,1951,4,"4",3,4
"423",4210,1951,4,"5 - 9",16,9
"424",4210,1951,4,"10 - 14",32,21
"425",4210,1951,4,"15 - 19",15,31
"426",4210,1951,4,"20 - 24",15,20
"427",4210,1951,4,"25 - 29",35,47
"428",4210,1951,4,"30 - 34",38,62
"429",4210,1951,4,"35 - 39",54,64
"430",4210,1951,4,"40 - 44",103,166
"431",4210,1951,4,"45 - 49",192,275
"432",4210,1951,4,"50 - 54",346,491
"433",4210,1951,4,"55 - 59",587,725
"434",4210,1951,4,"60 - 64",997,1176
"435",4210,1951,4,"65 - 69",1690,1812
"436",4210,1951,4,"70 - 74",2622,2422
"437",4210,1951,4,"75 - 79",3210,2898
"438",4210,1951,4,"80 - 84",2793,2348
"439",4210,1951,4,"85 - 89",2119,1674
"440",4210,1951,4,"90 - 94",0,0
"441",4210,1951,4,"95+",0,0
"442",4210,1951,4,"UNK",0,0
"443",4210,1951,5,"Total",939,1697
"444",4210,1951,5,"0",169,248
"445",4210,1951,5,"1",22,31
"446",4210,1951,5,"2",15,14
"447",4210,1951,5,"3",5,5
"448",4210,1951,5,"4",4,7
"449",4210,1951,5,"5 - 9",7,14
"450",4210,1951,5,"10 - 14",2,5
"451",4210,1951,5,"15 - 19",4,22
"452",4210,1951,5,"20 - 24",8,51
"453",4210,1951,5,"25 - 29",10,42
"454",4210,1951,5,"30 - 34",24,30
"455",4210,1951,5,"35 - 39",18,37
"456",4210,1951,5,"40 - 44",29,64
"457",4210,1951,5,"45 - 49",24,88
"458",4210,1951,5,"50 - 54",36,105
"459",4210,1951,5,"55 - 59",51,128
"460",4210,1951,5,"60 - 64",68,150
"461",4210,1951,5,"65 - 69",94,170
"462",4210,1951,5,"70 - 74",117,171
"463",4210,1951,5,"75 - 79",94,152
"464",4210,1951,5,"80 - 84",82,96
"465",4210,1951,5,"85 - 89",56,67
"466",4210,1951,5,"90 - 94",0,0
"467",4210,1951,5,"95+",0,0
"468",4210,1951,5,"UNK",0,0
"469",4210,1951,6,"Total",523,476
"470",4210,1951,6,"0",0,0
"471",4210,1951,6,"1",0,0
"472",4210,1951,6,"2",0,0
"473",4210,1951,6,"3",0,0
"474",4210,1951,6,"4",0,0
"475",4210,1951,6,"5 - 9",0,0
"476",4210,1951,6,"10 - 14",0,0
"477",4210,1951,6,"15 - 19",0,1
"478",4210,1951,6,"20 - 24",1,3
"479",4210,1951,6,"25 - 29",3,3
"480",4210,1951,6,"30 - 34",2,2
"481",4210,1951,6,"35 - 39",2,5
"482",4210,1951,6,"40 - 44",1,6
"483",4210,1951,6,"45 - 49",5,1
"484",4210,1951,6,"50 - 54",2,11
"485",4210,1951,6,"55 - 59",6,11
"486",4210,1951,6,"60 - 64",12,16
"487",4210,1951,6,"65 - 69",20,36
"488",4210,1951,6,"70 - 74",60,65
"489",4210,1951,6,"75 - 79",135,114
"490",4210,1951,6,"80 - 84",136,107
"491",4210,1951,6,"85 - 89",138,95
"492",4210,1951,6,"90 - 94",0,0
"493",4210,1951,6,"95+",0,0
"494",4210,1951,6,"UNK",0,0
"495",4210,1951,7,"Total",574,599
"496",4210,1951,7,"0",50,60
"497",4210,1951,7,"1",30,13
"498",4210,1951,7,"2",6,12
"499",4210,1951,7,"3",6,9
"500",4210,1951,7,"4",9,8
"501",4210,1951,7,"5 - 9",14,15
"502",4210,1951,7,"10 - 14",15,16
"503",4210,1951,7,"15 - 19",10,20
"504",4210,1951,7,"20 - 24",17,19
"505",4210,1951,7,"25 - 29",23,21
"506",4210,1951,7,"30 - 34",26,18
"507",4210,1951,7,"35 - 39",22,18
"508",4210,1951,7,"40 - 44",27,35
"509",4210,1951,7,"45 - 49",30,30
"510",4210,1951,7,"50 - 54",32,38
"511",4210,1951,7,"55 - 59",42,30
"512",4210,1951,7,"60 - 64",43,46
"513",4210,1951,7,"65 - 69",55,56
"514",4210,1951,7,"70 - 74",52,63
"515",4210,1951,7,"75 - 79",37,39
"516",4210,1951,7,"80 - 84",24,23
"517",4210,1951,7,"85 - 89",4,10
"518",4210,1951,7,"90 - 94",0,0
"519",4210,1951,7,"95+",0,0
"520",4210,1951,7,"UNK",0,0
"521",4210,1951,8,"Total",914,377
"522",4210,1951,8,"0",2,2
"523",4210,1951,8,"1",0,2
"524",4210,1951,8,"2",0,0
"525",4210,1951,8,"3",0,0
"526",4210,1951,8,"4",0,0
"527",4210,1951,8,"5 - 9",1,0
"528",4210,1951,8,"10 - 14",2,2
"529",4210,1951,8,"15 - 19",4,5
"530",4210,1951,8,"20 - 24",6,2
"531",4210,1951,8,"25 - 29",5,0
"532",4210,1951,8,"30 - 34",7,1
"533",4210,1951,8,"35 - 39",1,3
"534",4210,1951,8,"40 - 44",9,6
"535",4210,1951,8,"45 - 49",15,16
"536",4210,1951,8,"50 - 54",23,10
"537",4210,1951,8,"55 - 59",54,17
"538",4210,1951,8,"60 - 64",88,31
"539",4210,1951,8,"65 - 69",151,52
"540",4210,1951,8,"70 - 74",165,79
"541",4210,1951,8,"75 - 79",187,83
"542",4210,1951,8,"80 - 84",119,48
"543",4210,1951,8,"85 - 89",75,18
"544",4210,1951,8,"90 - 94",0,0
"545",4210,1951,8,"95+",0,0
"546",4210,1951,8,"UNK",0,0
"547",4210,1951,9,"Total",1316,1472
"548",4210,1951,9,"0",42,73
"549",4210,1951,9,"1",16,14
"550",4210,1951,9,"2",10,7
"551",4210,1951,9,"3",3,13
"552",4210,1951,9,"4",5,4
"553",4210,1951,9,"5 - 9",8,19
"554",4210,1951,9,"10 - 14",11,9
"555",4210,1951,9,"15 - 19",11,26
"556",4210,1951,9,"20 - 24",5,18
"557",4210,1951,9,"25 - 29",16,19
"558",4210,1951,9,"30 - 34",14,33
"559",4210,1951,9,"35 - 39",26,34
"560",4210,1951,9,"40 - 44",39,53
"561",4210,1951,9,"45 - 49",56,86
"562",4210,1951,9,"50 - 54",80,107
"563",4210,1951,9,"55 - 59",110,156
"564",4210,1951,9,"60 - 64",132,165
"565",4210,1951,9,"65 - 69",190,154
"566",4210,1951,9,"70 - 74",183,171
"567",4210,1951,9,"75 - 79",171,147
"568",4210,1951,9,"80 - 84",123,100
"569",4210,1951,9,"85 - 89",65,64
"570",4210,1951,9,"90 - 94",0,0
"571",4210,1951,9,"95+",0,0
"572",4210,1951,9,"UNK",0,0
"573",4210,1951,10,"Total",899,1508
"574",4210,1951,10,"0",2,5
"575",4210,1951,10,"1",4,2
"576",4210,1951,10,"2",1,2
"577",4210,1951,10,"3",0,1
"578",4210,1951,10,"4",1,5
"579",4210,1951,10,"5 - 9",7,6
"580",4210,1951,10,"10 - 14",6,3
"581",4210,1951,10,"15 - 19",6,11
"582",4210,1951,10,"20 - 24",5,22
"583",4210,1951,10,"25 - 29",23,17
"584",4210,1951,10,"30 - 34",14,17
"585",4210,1951,10,"35 - 39",29,16
"586",4210,1951,10,"40 - 44",42,28
"587",4210,1951,10,"45 - 49",46,34
"588",4210,1951,10,"50 - 54",57,52
"589",4210,1951,10,"55 - 59",84,74
"590",4210,1951,10,"60 - 64",84,97
"591",4210,1951,10,"65 - 69",128,184
"592",4210,1951,10,"70 - 74",123,218
"593",4210,1951,10,"75 - 79",123,300
"594",4210,1951,10,"80 - 84",78,237
"595",4210,1951,10,"85 - 89",36,177
"596",4210,1951,10,"90 - 94",0,0
"597",4210,1951,10,"95+",0,0
"598",4210,1951,10,"UNK",0,0
"599",4210,1951,11,"Total",1245,1621
"600",4210,1951,11,"0",1084,1444
"601",4210,1951,11,"1",31,34
"602",4210,1951,11,"2",14,20
"603",4210,1951,11,"3",7,7
"604",4210,1951,11,"4",8,12
"605",4210,1951,11,"5 - 9",13,14
"606",4210,1951,11,"10 - 14",13,10
"607",4210,1951,11,"15 - 19",4,11
"608",4210,1951,11,"20 - 24",8,11
"609",4210,1951,11,"25 - 29",6,9
"610",4210,1951,11,"30 - 34",7,9
"611",4210,1951,11,"35 - 39",1,6
"612",4210,1951,11,"40 - 44",8,5
"613",4210,1951,11,"45 - 49",8,7
"614",4210,1951,11,"50 - 54",12,9
"615",4210,1951,11,"55 - 59",7,3
"616",4210,1951,11,"60 - 64",4,5
"617",4210,1951,11,"65 - 69",4,3
"618",4210,1951,11,"70 - 74",2,2
"619",4210,1951,11,"75 - 79",3,0
"620",4210,1951,11,"80 - 84",0,0
"621",4210,1951,11,"85 - 89",1,0
"622",4210,1951,11,"90 - 94",0,0
"623",4210,1951,11,"95+",0,0
"624",4210,1951,11,"UNK",0,0
"625",4210,1951,12,"Total",2889,3127
"626",4210,1951,12,"0",162,237
"627",4210,1951,12,"1",68,43
"628",4210,1951,12,"2",15,28
"629",4210,1951,12,"3",15,18
"630",4210,1951,12,"4",12,10
"631",4210,1951,12,"5 - 9",14,23
"632",4210,1951,12,"10 - 14",15,13
"633",4210,1951,12,"15 - 19",17,20
"634",4210,1951,12,"20 - 24",9,12
"635",4210,1951,12,"25 - 29",18,17
"636",4210,1951,12,"30 - 34",15,19
"637",4210,1951,12,"35 - 39",20,26
"638",4210,1951,12,"40 - 44",27,37
"639",4210,1951,12,"45 - 49",41,56
"640",4210,1951,12,"50 - 54",53,110
"641",4210,1951,12,"55 - 59",76,156
"642",4210,1951,12,"60 - 64",125,173
"643",4210,1951,12,"65 - 69",226,270
"644",4210,1951,12,"70 - 74",394,371
"645",4210,1951,12,"75 - 79",628,572
"646",4210,1951,12,"80 - 84",479,504
"647",4210,1951,12,"85 - 89",460,412
"648",4210,1951,12,"90 - 94",0,0
"649",4210,1951,12,"95+",0,0
"650",4210,1951,12,"UNK",0,0
"651",4210,1951,13,"Total",1075,2686
"652",4210,1951,13,"0",48,62
"653",4210,1951,13,"1",36,53
"654",4210,1951,13,"2",47,63
"655",4210,1951,13,"3",30,62
"656",4210,1951,13,"4",21,70
"657",4210,1951,13,"5 - 9",46,167
"658",4210,1951,13,"10 - 14",20,97
"659",4210,1951,13,"15 - 19",29,96
"660",4210,1951,13,"20 - 24",27,206
"661",4210,1951,13,"25 - 29",24,176
"662",4210,1951,13,"30 - 34",34,129
